수산물품목코드,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,이명,학명,한글과명,영문과명,수과원계통ID
620325,62,해면패류,03,고둥류,25,나사못고둥,,Microfusus magnifica magnifica,물레고둥과,Family Buccinidae,
620326,62,해면패류,03,고둥류,26,나팔고둥,,Charonia lampas sauliae,수염고둥과,Family Ranellidae,
620327,62,해면패류,03,고둥류,27,납작소라,Japanese Star-shell,Pomaulax japonicus,소라과,Family Turbinidae,MF0004950
620328,62,해면패류,03,고둥류,28,넓은입물레고둥,,Volutopsius middendorffi middendorffi,물레고둥과,Family Buccinidae,
620329,62,해면패류,03,고둥류,29,높은탑이색구슬우렁이,,Glossaulax didyma hayashii,구슬우렁이과,Family Naticidea,
620330,62,해면패류,03,고둥류,30,높은탑큰구슬우렁이,,Glossaulax didyma ampla,구슬우렁이과,Family Naticidea,
620331,62,해면패류,03,고둥류,31,돌구슬우렁이,Violet-mouthed moon,Cryptonatica janthostomoides,구슬우렁이과,Family Naticidae,MF0007283
620332,62,해면패류,03,고둥류,32,두드럭털탑고둥,,Pugilina (Semifusus) crassicaudus,털탑고둥과,Family Melongeniae,
620333,62,해면패류,03,고둥류,33,둥근명주매물고둥,,Neptunea amianta,물레고둥과,Family Buccinidae,
620334,62,해면패류,03,고둥류,34,명주물레고둥,"주름매물고동, 명주매물고둥",Neptunea constricta,물레고둥과,Family Buccinidae,MF0012181
620335,62,해면패류,03,고둥류,35,방석고둥,,Calliostoma unicum,밤고둥과,Family Trochidae,
620336,62,해면패류,03,고둥류,36,보라세로주름고둥,,Plicifusus scissuratus,물레고둥과,Family Buccinidae,
620337,62,해면패류,03,고둥류,37,북방명주매물고둥,,Neptunea eulimata,물레고둥과,Family Buccinidae,
620338,62,해면패류,03,고둥류,38,뾰족물레고둥,,Reticubussinum acutispiratum,물레고둥과,Family Buccinidae,
620339,62,해면패류,03,고둥류,39,세고리물레고둥,,Buccinum verkruzeni,물레고둥과,Family Buccinidae,
620340,62,해면패류,03,고둥류,40,세뿔고둥,Fournier’s purpura,Ceratostoma fournieri,뿔소라과,Family Muricidae,MF0005543
620341,62,해면패류,03,고둥류,41,아니완물레고둥,,Buccinum aniwanum,물레고둥과,Family Buccinidae,
620342,62,해면패류,03,고둥류,42,얼룩고둥,,Cantharidus callichroa,밤고둥과,Family Trochidae,
620343,62,해면패류,03,고둥류,43,얼룩방석고둥,,Calliostoma multiliratum,밤고둥과,Family Trochidae,
620344,62,해면패류,03,고둥류,44,월계관납작소라,,Guildfordia triumphans,소라과,Family Turbinidae,
620345,62,해면패류,03,고둥류,45,잔고리매물고둥,,Buccinum zelotes,물레고둥과,Family Buccinidae,
620346,62,해면패류,03,고둥류,46,잔띠매물고둥,,Neptunea lamellosa,물레고둥과,Family Buccinidae,
620347,62,해면패류,03,고둥류,47,잔띠물레고둥,,Buccinum zelotes,물레고둥과,Family Buccinidae,
620348,62,해면패류,03,고둥류,48,잔뿔소라,,Galeoastraea modesta,소라과,Family Turbinidae,MF0013518
620349,62,해면패류,03,고둥류,49,잘피에메랄드고둥,,Phanerophthalmus smaragdinus,포도고둥과,Family Haminoeidae,
620350,62,해면패류,03,고둥류,50,좁쌀무늬고둥,,Niotha livescens,좁쌀무늬고둥과,Family Nassariidae,
620351,62,해면패류,03,고둥류,51,팽이방석고둥,,Calliostoma koma,밤고둥과,Family Trochidae,
620352,62,해면패류,03,고둥류,52,호리호리털골뱅이,,Fusitriton galea,수염고둥과,Family Ranellidae,MF0016756
620353,62,해면패류,03,고둥류,53,홍줄고둥,,Fulgoraria kaneko kaneko,홍중고둥과,Family Volutidae,
620354,62,해면패류,03,고둥류,54,황색잔주름고둥,,Colus esychus,물레고둥과,Family Buccinidae,
620399,62,해면패류,03,고둥류,99,기타고둥류,,,,,
620400,62,해면패류,04,굴류,00,굴류,,,,,
620401,62,해면패류,04,굴류,01,굴(참굴),"Pacific oyster(Japanese oyster), 참굴",Crassostrea gigas,굴과,Family Ostreidae,MF0013773
620402,62,해면패류,04,굴류,02,바위굴,,Crassostrea nippona,굴과,Family Ostreidae,MF0013774
620403,62,해면패류,04,굴류,03,가시굴,,Saxostrea echinata,,,
620404,62,해면패류,04,굴류,04,갓굴,,Crassostrea ariakensis,굴과,Family Ostreidae,
620405,62,해면패류,04,굴류,05,토굴(퍽굴),"Densely lamellated oyster, 벗굴, 벅굴",Ostrea denselamellosa,굴과,Family Ostreidae,MF0008009
620499,62,해면패류,04,굴류,99,기타굴류,,,,,
620500,62,해면패류,05,기타조개류,00,기타조개류,,,,,
620501,62,해면패류,05,기타조개류,01,돌조개,,Arca avellana,돌조개과,Family Arcidae,
620502,62,해면패류,05,기타조개류,02,코끼리조개,"Japanese geoduck, 구이덕조개",Panopea japonica,족사부착쇄조개과,Family Hiatellidae,MF0008619
620503,62,해면패류,05,기타조개류,03,갈매기조개,,Penitella kamakurensis,석공조개과,Family Pholadidae,
620504,62,해면패류,05,기타조개류,04,빛조개,,Nuttallia japonica,자패과,Family Psammobiidae,
620505,62,해면패류,05,기타조개류,05,투박조개,,Glycymeris albolineata,,,
620506,62,해면패류,05,기타조개류,06,돌고부지,,Trapezium liratum,돌고부지과,Family Trapeziidae,
620507,62,해면패류,05,기타조개류,07,띠조개,,Laternula marilina,띠조개과,Family Laternulidae,MF0002935
620508,62,해면패류,05,기타조개류,08,밤색무늬조개,"Colthed bittersweet, 구슬피조개",Glycymeris vestita,밤색무늬조개과,Family Glycymerididae,MF0004250
620509,62,해면패류,05,기타조개류,09,복털조개,,Barbatia virescens,돌조개과,Family Arcidae,
620510,62,해면패류,05,기타조개류,10,비로도복털조개,,Didimarca tenebricum,돌조개과,Family Arcidae,
620511,62,해면패류,05,기타조개류,11,삿갓조개,,Family Patellidae,원시복족목,Order Archaeogastropoda,
620512,62,해면패류,05,기타조개류,12,올리브복털조개,,Estellarca olivacea,돌조개과,Family Arcidae,
620513,62,해면패류,05,기타조개류,13,개굴잠쟁이,,Anomia chinensis,잠쟁이과,Family Anomiidae,
620514,62,해면패류,05,기타조개류,14,노랑볼록조개,,Cycladicama cumingii,돌살이조개과,Family Unglulinidae,MF0017278
620515,62,해면패류,05,기타조개류,15,두점잠쟁이,,Monia macrochisma,잠쟁이과,Family Anomiidae,
620516,62,해면패류,05,기타조개류,16,민호두조개,,Acila (Acila) divaricata vigila,민호두조개과,Family Nuculidae,
620517,62,해면패류,05,기타조개류,17,우럭(도끼조개),"Soft-shell clam, 다랑조개",Mya arenaria,우럭과,Family Myoidae,MF0008870
620518,62,해면패류,05,기타조개류,18,큰이랑피조개,,Scapharca satowi,돌조개과,Family Arcidae,
620519,62,해면패류,05,기타조개류,19,호두조개,,Acila divaricata,애호두조개과,Family Nuculidae,
620599,62,해면패류,05,기타조개류,99,기타기타조개류,,,,,
620800,62,해면패류,08,꼬막류,00,꼬막류,,,,,
620801,62,해면패류,08,꼬막류,01,새꼬막(피조개),"Half-crenate ark, 새고막 피조개,새고막",Scapharca subcrenata,돌조개과,Family Arcidae,MF0004220
620802,62,해면패류,08,꼬막류,02,꼬막,"Granular ark, 고막,참고막,참꼬막",Tegillarca granosa,돌조개과,Family Arcidae,MF0005958
620803,62,해면패류,08,꼬막류,03,피조개(큰피조개),Broughton’s ribbed ark,Scapharca broughtonii,돌조개과,Family Arcidae,MF0004224
620899,62,해면패류,08,꼬막류,99,기타꼬막류,,,,,
620900,62,해면패류,09,맛조개류,00,맛조개류,,,,,
620901,62,해면패류,09,맛조개류,01,가리맛조개(맛),"Constricted tagelus, 참맛",Sinonovacula constricta,작두콩가리맛조개과,Family Pharellidae,MF0003824
620902,62,해면패류,09,맛조개류,02,돼지가리맛,,Solecurtus divaricatus,발가리맛조개과,Family Solecurtidae,MF0003482
620903,62,해면패류,09,맛조개류,03,대맛조개(토어),"Grand jackknife clam, 큰죽합, 대맛",Solen grandis,죽합과,Family Solenidae,MF0003488
620904,62,해면패류,09,맛조개류,04,돌맛조개,,Barnea manilensis,석공조개과,Family Pholadidae,
620905,62,해면패류,09,맛조개류,05,꼬마맛조개,,Siliqua minima,둥근맛조개과,Family Cutellidae,
620906,62,해면패류,09,맛조개류,06,보라맛조개,,Siliqua alta,둥근맛조개과,Family Cutellidae,
620907,62,해면패류,09,맛조개류,07,붉은맛(붉은토어),"큰죽합, 대맛",Solen gordonis,죽합과,Family Solenidae,MF0003489
620908,62,해면패류,09,맛조개류,08,붉은무늬맛조개,,Ensiculus cultellus,둥근맛조개과,Family Cutellidae,
620909,62,해면패류,09,맛조개류,09,왜맛조개,,Siliqua patula,둥근맛조개과,Family Cutellidae,
620999,62,해면패류,09,맛조개류,99,기타맛조개류,,,,,
621000,62,해면패류,10,바지락류,00,바지락류,,,,,
621001,62,해면패류,10,바지락류,01,바지락,"Filipino venus, Japanese littleneck, 바스레기;모시조개",Ruditapes philippinarum,백합과,Family Veneridae,MF0011875
621002,62,해면패류,10,바지락류,02,아기바지락,"Variegate venus, 아기반지락, 가는줄반지락, 가는줄바지락, 줄바지락",Ruditapes variegatus,백합과,Family Veneridae,MF0011876
621099,62,해면패류,10,바지락류,99,기타바지락류,,,,,
621100,62,해면패류,11,백합류,00,백합류,,,,,
621101,62,해면패류,11,백합류,01,개조개,Purple washington clam,Saxidomus purpuratus,백합과,Family Veneridae,MF0011266
621102,62,해면패류,11,백합류,02,가무락조개(가무레기),"Chinese cyclina, 가무레기, 가무락, 가막조개, 가무래기, 바지락조개, 바지락이",Cyclina sinensis,백합과,Family Veneridae,MF0009904
621103,62,해면패류,11,백합류,03,백합,,Meretrix lusoria,백합과,Family Veneridae,MF0005306
621104,62,해면패류,11,백합류,04,살조개(큰바스레기),,Protothaca jedoensis,백합과,Family Veneridae,MF0011385
621105,62,해면패류,11,백합류,05,민들조개,,Gomphina melanaegis,백합과,Family Veneridae,MF0009967
621106,62,해면패류,11,백합류,06,떡조개,,Phacosoma japonicus,백합과,Family Veneridae,MF0019463
621107,62,해면패류,11,백합류,07,깜장북방대합,Stimpson’s mactra,Spisula polynyma,백합과,Family Veneridae,MF0013601
621108,62,해면패류,11,백합류,08,비너스백합,,Venus(Ventricoloidea) foveolata,,,
621109,62,해면패류,11,백합류,09,행달조개,,Paphia euglypta,백합과,Family Veneridae,
621110,62,해면패류,11,백합류,10,농조개,,Paphia undulata,백합과,Family Veneridae,
621111,62,해면패류,11,백합류,11,둥근달떡조개,"달떡조개,주름떡조개",Dosinella corrugata,백합과,Family Veneridae,MF0002764
621112,62,해면패류,11,백합류,12,둥근떡조개,"Troschel’s dosinia, 백합",Dosinorbis troscheli,백합과,Family Veneridae,MF0002768
621113,62,해면패류,11,백합류,13,말백합,,Meretrix petechialis,백합과,Family Veneridae,MF0005308
621114,62,해면패류,11,백합류,14,민무늬백합,,Meretrix lamarckii,백합과,Family Veneridae,MF0012197
621115,62,해면패류,11,백합류,15,비늘백합,뷔나스백합,Mercenaria stimpsoni,백합과,Family Veneridae,MF0012200
621116,62,해면패류,11,백합류,16,비단백합,,Cyclosunetta menstrualis,백합과,Family Veneridae,
621117,62,해면패류,11,백합류,17,쇠백합,,Pitar sulfureum,백합과,Family Veneridae,
621118,62,해면패류,11,백합류,18,아담스백합,,Callithaca adamsi,백합과,Family Veneridae,
621119,62,해면패류,11,백합류,19,주름백합,,Callista brevisiphonata,백합과,Family Veneridae,
621120,62,해면패류,11,백합류,20,중국주름백합,,Callista chinensis,백합과,Family Veneridae,
621199,62,해면패류,11,백합류,99,기타백합류,,,,,
621200,62,해면패류,12,새조개류,00,새조개류,,,,,
621201,62,해면패류,12,새조개류,01,새조개,Japanese cockle,Fulvia mutica,새조개과,Family Cardiidae,MF0005333
621202,62,해면패류,12,새조개류,02,소쿠리조개,Burchard’s cockle,Vasticardium burchardi,새조개과,Family Cardiidae,MF0011514
621203,62,해면패류,12,새조개류,03,꼬마소쿠리조개,,Vasticardium arenicola,새조개과,Family Cardiidae,
621204,62,해면패류,12,새조개류,04,네모소쿠리조개,,Keenaea samarangae,새조개과,Family Cardiidae,
621299,62,해면패류,12,새조개류,99,기타새조개류,,,,,
621300,62,해면패류,13,석공조개류,00,석공조개류,,,,,
621301,62,해면패류,13,석공조개류,01,석공조개,,Zirfaea subconstricta,석공조개과,Family Pholadidae,
621302,62,해면패류,13,석공조개류,02,우줄기,,Barnea dilatata,석공조개과,Family Pholadidae,
621399,62,해면패류,13,석공조개류,99,기타석공조개류,,,,,
621400,62,해면패류,14,석패류,00,석패류,,,,,
621401,62,해면패류,14,석패류,01,칼조개,,Lanceolaria grayana,석패과,Family Unionidae,MF0010682
621402,62,해면패류,14,석패류,02,두드럭조개,"두두룩조개, 도톨조개",Lamprotula coreana,석패과,Family Unionidae,MF0003549
621403,62,해면패류,14,석패류,03,말조개,"늪말조개, 꼰줄말조개, 쌀모리조개, 돌조개, 모십조개",Unio douglasiae,석패과,Family Unionidae,MF0009961
621404,62,해면패류,14,석패류,04,펄조개,"늪조개, 칠조개",Anodonta woodiana,석패과,Family Unionidae,MF0005519
621499,62,해면패류,14,석패류,99,기타석패류,,,,,
621500,62,해면패류,15,우렁이류,00,우렁이류,,,,,
621501,62,해면패류,15,우렁이류,01,큰구슬우렁이(반들골뱅이),"Bladder moon, 배곱고동, 잡팽기",Glossaulax didyma,구슬우렁이과,Family Naticidae,MF0004883
621502,62,해면패류,15,우렁이류,02,구슬우렁이,,Tectonatica janthostomoides,구슬우렁이과,Family Naticidae,
621599,62,해면패류,15,우렁이류,99,기타우렁이류,,,,,
621600,62,해면패류,16,전복류,00,전복류,,,,,
621601,62,해면패류,16,전복류,01,말전복,"Abalone, 귀전복, 탕전복",Nordotis gigantea,전복과,Family Haliotidae,MF0011855
621602,62,해면패류,16,전복류,02,전복,"생복(서산, 보령, 명주, 대포), 전복(여수, 고흥, 거제, 울산, 묵호), 점복(거진, 남해), 전북(태안, 소원, 해남), 비쭈게(해남), 후팡(월도)",Nordotis discus,전복과,Family Haliotidae,MF0011857
621603,62,해면패류,16,전복류,03,마대오분자기,Variously coloured abalone,Sulculus diversicolor diversicolor,전복과,Family Haliotidae,MF0006357
621604,62,해면패류,16,전복류,04,왕전복,Giant abalone,Nordotis madaka,전복과,Family Haliotidae,MF0011854
621605,62,해면패류,16,전복류,05,오분자기,"Variously coloured abalone, 조고지",Sulculus diversicolor supertexta,전복과,Family Haliotidae,MF0011357
621606,62,해면패류,16,전복류,06,전복내장,"생복(서산, 보령, 명주, 대포), 전복(여수, 고흥, 거제, 울산, 묵호), 점복(거진, 남해), 전북(태안, 소원, 해남), 비쭈게(해남), 후팡(월도)",Nordotis discus,전복과,Family Haliotidae,MF0011857
621607,62,해면패류,16,전복류,07,둥근전복,"Disk abalone, 참전복, 긴전복, 박어, 까막전복",Nordotis discus discus,전복과,Family Haliotidae,MF0011856
621699,62,해면패류,16,전복류,99,기타전복류,,,,,
621700,62,해면패류,17,접시조개류,00,접시조개류,,,,,
621701,62,해면패류,17,접시조개류,01,접시조개,비단조개,Megangulus venulosus,접시조개과,Family Tellinidae,MF0011229
621702,62,해면패류,17,접시조개류,02,붉은속비단조개,,Megangulus zyonoensis,접시조개과,Family Tellinidae,
621703,62,해면패류,17,접시조개류,03,대양조개(백조조개번티기),,Heteromacoma irus,접시조개과,Family Tellinidae,MF0013048
621799,62,해면패류,17,접시조개류,99,기타접시조개류,,,,,
621800,62,해면패류,18,진주조개류,00,진주조개류,,,,,
621801,62,해면패류,18,진주조개류,01,진주조개,Japanese pearl oyster,Pinctada fucata martensii,진주조개과,Family Pteriidae,MF0005812
621899,62,해면패류,18,진주조개류,99,기타진주조개류,,,,,
621900,62,해면패류,19,키조개류,00,키조개류,,,,,
621901,62,해면패류,19,키조개류,01,키조개,"Comb pen shell, 가시개두키조개, 치조개, 개아지살(키조개관자)",Atrina pectinata,키조개과,Family Pinnidae,MF0006909
621999,62,해면패류,19,키조개류,99,기타키조개류,,,,,
622000,62,해면패류,20,홍합류,00,홍합류,,,,,
622001,62,해면패류,20,홍합류,01,진주담치,,Mytilus edulis,홍합과,Family Mytilidae,MF0008018
622002,62,해면패류,20,홍합류,02,홍합(섭조개),"Hard shelled mussel, 참담치, 담치",Mytilus coruscus,홍합과,Family Mytilidae,MF0008017
622003,62,해면패류,20,홍합류,03,왜홍합,,Vignadula atrata,홍합과,Family Mytilidae,
622004,62,해면패류,20,홍합류,04,종밋,,Musculus senhausia,홍합과,Family Mytilidae,MF0000678
622005,62,해면패류,20,홍합류,05,털담치,,Modiolus modiolus difficilis,홍합과,Family Mytilidae,
622006,62,해면패류,20,홍합류,06,담치,,Mediterranean mussel,홍합과,Family Mytilidae,
622007,62,해면패류,20,홍합류,07,통통이담치,,Megacrenella columbiana,홍합과,Family Mytilidae,
622099,62,해면패류,20,홍합류,99,기타홍합류,,,,,
