수산물품목코드,대분류코드,대분류명,중분류코드,중분류명,소분류코드,소분류명,이명,학명,한글과명,영문과명,수과원계통ID
619019,61,해면어류,90,장갱이류,19,큰눈등가시치,,Anisarchus macrops,장갱이과,Family Stichaeidae,MF0015308
619099,61,해면어류,90,장갱이류,99,기타장갱이류,,,,,
619100,61,해면어류,91,장어류,00,장어류,,,,,
619101,61,해면어류,91,장어류,01,붕장어,"Whitespotted conger, Conger eel, 붕어지(충남, 황해도), 꾀장어(전남), 장관, 벵찬(함남), 참장어(진도)",Conger myriaster,붕장어과,Family Congridae,MF0013309
619102,61,해면어류,91,장어류,02,갯장어,"Daggertooth pike conger, 개장어, 놋장어, 뱀장어(부산, 김천), 갯붕장어(다대포), 이장어(통영), 참장어(여수), 노장(포항)",Muraenesox cinereus,갯장어과,Family Muraenesocidae,MF0009303
619103,61,해면어류,91,장어류,03,먹장어,Inshore hagfish,Eptatretus burgeri,꾀장어과,Family Myxinidae,MF0014490
619104,61,해면어류,91,장어류,04,남방걸장어,Spiny eel,Notacanthus chemnitzii,,,
619105,61,해면어류,91,장어류,05,은붕장어,,Gnathophis nystromi,붕장어과,Family Congridae,
619106,61,해면어류,91,장어류,06,가시걸장어,,Mastacembelus ellipsifer,,,
619107,61,해면어류,91,장어류,07,은장어,,Anguilla anguilla,,,
619108,61,해면어류,91,장어류,08,먹붕장어,먹붕장어류,Arisoma anagoides,붕장어과,Family Congridae,MF0005705
619109,61,해면어류,91,장어류,09,걸장어,,Macrognathus aculeatus,걸장어과,Family Mastacembelidae,
619110,61,해면어류,91,장어류,10,검붕장어,,Conger japonicus,붕장어과,Family Congridae,MF0013308
619111,61,해면어류,91,장어류,11,꾀붕장어,,Anago anago,붕장어과,Family Congridae,
619112,61,해면어류,91,장어류,12,날붕장어,,Echelus uropterus,바다뱀과,Family Ophichthidae,
619113,61,해면어류,91,장어류,13,다묵장어,"Sand lamprey, 모래칠성장어",Lampetra reissneri,칠성장어과,Family Petromyzontidae,MF0003568
619114,61,해면어류,91,장어류,14,무태장어,,Anguilla marmorata,뱀장어과,Family Anguillidae,
619115,61,해면어류,91,장어류,15,묵꾀장어,"Brown hagfish, 꾀장어(전남)",Paramyxine atami,꾀장어과,Family Myxinidae,MF0014290
619116,61,해면어류,91,장어류,16,물붕장어,,Oxyconger leptognathus,갯장어과,Family Muraenesocidae,
619117,61,해면어류,91,장어류,17,애붕장어,,Uroconger lepturus,붕장어과,Family Congridae,
619118,61,해면어류,91,장어류,18,칠성말배꼽,,Lampetra morii,칠성장어과,Family Petromyzontidae,
619119,61,해면어류,91,장어류,19,테붕장어,,Rhechias retrotincta,붕장어과,Family Congridae,
619120,61,해면어류,91,장어류,20,흰붕장어,conger eel,Arisoma shiroanago,붕장어과,Family Congridae,MF0005709
619121,61,해면어류,91,장어류,21,갈물뱀,,Ophichthus urolophus,바다뱀과,Family Ophichthidae,MF0015348
619122,61,해면어류,91,장어류,22,검은꼬리붕장어,,Rhynchoconger ectenurus,붕장어과,Family Congridae ,
619123,61,해면어류,91,장어류,23,긴꼬리장어,"Stout moray, Shortbelly eel",Dysomma anguillare,긴꼬리장어과,Family Synaphobranchidae,MF0010004
619124,61,해면어류,91,장어류,24,바다뱀,Snake eel,Ophisurus macrorhynchus,바다뱀과,Family Ophichthidae,MF0011075
619125,61,해면어류,91,장어류,25,상주물뱀,,Pisodonophis sangjuensis,바다뱀과,Family Ophichthidae ,
619126,61,해면어류,91,장어류,26,제주바다뱀,,Ophichthus asakusae,바다뱀과,Family Ophichthidae ,
619199,61,해면어류,91,장어류,99,기타장어류,,,,,
619200,61,해면어류,92,적어류,00,적어류,,,,,
619201,61,해면어류,92,적어류,01,적어,,Sebastes marinus,,,
619299,61,해면어류,92,적어류,99,기타적어류,,,,,
619300,61,해면어류,93,전갱이류,00,전갱이류,,,,,
619301,61,해면어류,93,전갱이류,01,갈전갱이,"Horse king fish, Whitefin trevally, 매가리(여수), 평전광어(전남), 갈고등어(흑산도)",Carangoides equula,전갱이과,Family Carangidae,MF0008374
619302,61,해면어류,93,전갱이류,02,가라지,"White-tipped mackerel scad, Round scad, 가라지(전남 완도, 목포, 광주)",Decapterus maruadsi,전갱이과,Family Carangidae,MF0009112
619303,61,해면어류,93,전갱이류,03,민전갱이,"White-tongue crevalle, whitetonge jack, 민정갱이(경남)",Uraspis helvolus,전갱이과,Family Carangidae,MF0007277
619304,61,해면어류,93,전갱이류,04,줄전갱이,"Bigeye trevally, 줄전갱이(경남)",Caranx sexfasciatus,전갱이과,Family Carangidae,MF0010983
619305,61,해면어류,93,전갱이류,05,긴가라지,Blue mackerel,Decapterus macrosoma,전갱이과,Family Carangidae,MF0009113
619306,61,해면어류,93,전갱이류,06,녹줄매가리,Greenback horse mackerel,Trachurus declivis,전갱이과,Family Carangidae,MF0009708
619307,61,해면어류,93,전갱이류,07,눈전갱이,,Selar torvus,전갱이과,Family Carangidae,
619308,61,해면어류,93,전갱이류,08,병치매가리,Black pomfret,Parastromateus niger,전갱이과,Family Carangidae,MF0013779
619309,61,해면어류,93,전갱이류,09,빨판매가리,,Trachinotus baillonii,전갱이과,Family Carangidae,
619310,61,해면어류,93,전갱이류,10,새가라지,,Selar crumenophthalmus,전갱이과,Family Carangidae,MF0001159
619311,61,해면어류,93,전갱이류,11,술전갱이,Bluespotted Trevally,Caranx bucculentus,전갱이과,Family Carangidae,MF0010987
619312,61,해면어류,93,전갱이류,12,실전갱이,"African pompano, 실전갱이(통영)",Alectis ciliaris,전갱이과,Family Carangidae,MF0002532
619313,61,해면어류,93,전갱이류,13,유전갱이,,Carangoides uii,전갱이과,Family Carangidae,MF0010989
619314,61,해면어류,93,전갱이류,14,청전갱이,,Atropus atropus,전갱이과,Family Carangidae,MF0006904
619315,61,해면어류,93,전갱이류,15,홍기가라지,Roughear scad,Decapterus tabl,전갱이과,Family Carangidae,MF0009114
619316,61,해면어류,93,전갱이류,16,흑점갈전갱이,Tille trevally,Caranx tille,전갱이과,Family Carangidae,MF0010982
619317,61,해면어류,93,전갱이류,17,흑점줄전갱이,Silver trevally,Pseudocaranx dentex,전갱이과,Family Carangidae,MF0013777
619318,61,해면어류,93,전갱이류,18,붉은가라지,Red mackerel scad,Decapterus akaadsi,전갱이과,Family Carangidae,MF0009111
619319,61,해면어류,93,전갱이류,19,전갱이,"Japanese jack mackerel, 전광어(경남), 메가리(부산), 가라지(완도), 빈쟁이(함남), 각재기(제주), 매생이(전남)",Trachurus japonicus,전갱이과,Family Carangidae,MF0009707
619399,61,해면어류,93,전갱이류,99,기타전갱이류,,,,,
619400,61,해면어류,94,전어류,00,전어류,,,,,
619401,61,해면어류,94,전어류,01,전어,Konoshiro gizzard shad,Konosirus punctatus,청어과,Family Clupeidae,MF0012157
619402,61,해면어류,94,전어류,02,납작전어,,Macrura reevesii,청어과,Family Clupeidae,
619403,61,해면어류,94,전어류,03,대전어,,Nematalosa japonica,청어과,Family Clupeidae,MF0005260
619404,61,해면어류,94,전어류,04,조선전어,,Clupanodon thrissa,청어과,Family Clupeidae,
619499,61,해면어류,94,전어류,99,기타전어류,,,,,
619500,61,해면어류,95,점매가리류,00,점매가리류,,,,,
619501,61,해면어류,95,점매가리류,01,점매가리,Sailfin velifer,Velifer hypselopterus,점매가리과,Family Veliferidae,MF0011508
619502,61,해면어류,95,점매가리류,02,투라치,,Trachipterus ishikawae,,Family Trachipteridae,MF0015450
619599,61,해면어류,95,점매가리류,99,기타점매가리류,,,,,
619600,61,해면어류,96,조기류,00,조기류,,,,,
619601,61,해면어류,96,조기류,01,참조기,"Small yellow croaker, 황조기, 노랑조기",Larimichthys polyactis,민어과,Family Sciaenidae,MF0010668
619602,61,해면어류,96,조기류,02,백조기,,Argyrosomus argentatus,민어과,Family Sciaenidae,
619603,61,해면어류,96,조기류,03,부세,,Pseudosciaena crocea,민어과,Family Sciaenidae,MF0007371
619604,61,해면어류,96,조기류,04,수조기,"White flower croaker, 반어, 부세(통영)",Nibea albiflora,민어과,Family Sciaenidae,MF0007187
619605,61,해면어류,96,조기류,05,굴비,"Small yellow croaker, 황조기, 노랑조기",Larimichthys polyactis,민어과,Family Sciaenidae,MF0010668
619606,61,해면어류,96,조기류,06,보리조기,Tasselfishes,Polynemidae,,,
619607,61,해면어류,96,조기류,07,흑조기,"Longfin kob, Blackspotted croaker",Atrobucca nibe,민어과,Family Sciaenidae,MF0006917
619608,61,해면어류,96,조기류,08,작은흑조기,Orange croaker,Atrobucca brevis,민어과,Family Sciaenidae,MF0006916
619609,61,해면어류,96,조기류,09,보구치,Silver croaker,Pennahia argentata,민어과,Family Sciaenidae,MF0005380
619699,61,해면어류,96,조기류,99,기타조기류,,,,,
619700,61,해면어류,97,주걱치류,00,주걱치류,,,,,
619701,61,해면어류,97,주걱치류,01,주걱치,Blackfin sweeper,Pempheris japonica,주걱치과,Family Pempheridae,MF0012286
619702,61,해면어류,97,주걱치류,02,황안어,,Parapriacanthus ransonneti,주걱치과,Family Pempheridae,
619799,61,해면어류,97,주걱치류,99,기타주걱치류,,,,,
619800,61,해면어류,98,주둥치류,00,주둥치류,,,,,
619801,61,해면어류,98,주둥치류,01,왜주둥치,Slender ponyfish,Leiognathus elongatus,주둥치과,Family Leiognathidae,MF0009290
619802,61,해면어류,98,주둥치류,02,점주둥치,,Leiognathus rivulatus,주둥치과,Family Leiognathidae,
619803,61,해면어류,98,주둥치류,03,주둥치,"Spotnape ponyfish, 평고기",Leiognathus nuchalis,주둥치과,Family Leiognathidae,MF0008337
619804,61,해면어류,98,주둥치류,04,줄주둥치,,Leiognathus lineolatus,주둥치과,Family Leiognathidae,
619899,61,해면어류,98,주둥치류,99,기타주둥치류,,,,,
619900,61,해면어류,99,준치류,00,준치류,,,,,
619901,61,해면어류,99,준치류,01,준치,Elongate ilisha,Ilisha elongata,준치과,Family Pristigasteridae,MF0013284
619902,61,해면어류,99,준치류,02,때치,,Pristigaster chinensis,준치과,Family Pristigasteridae,
619999,61,해면어류,99,준치류,99,기타준치류,,,,,
61A000,61,해면어류,A0,쥐치류,00,쥐치류,,,,,
61A001,61,해면어류,A0,쥐치류,01,그물코쥐치,,Rudarius ercodes,쥐치과,Family Monacanthidae,MF0004397
61A002,61,해면어류,A0,쥐치류,02,날개쥐치,"Figured leather jacket, unicornfish, 날개쥐치(한어)",Aluterus scriptus,쥐치과,Family Monacanthidae,MF0014522
61A003,61,해면어류,A0,쥐치류,03,말쥐치,Black scraper,Thamnaconus modestus,쥐치과,Family Monacanthidae,MF0015053
61A004,61,해면어류,A0,쥐치류,04,가는꼬리쥐치,Starry trigger fish,Abalistes stellaris,쥐치복과,Family Balistidae,MF0013313
61A005,61,해면어류,A0,쥐치류,05,가시쥐치,,Chaetoderma penicilligerus,쥐치과,Family Monacanthidae,
61A006,61,해면어류,A0,쥐치류,06,갈쥐치,,Sufflamen fraenatus,쥐치복과,Family Balistidae,MF0006360
61A007,61,해면어류,A0,쥐치류,07,객주리,"Unicorn leatherjacket, 객주리(제주도)",Aluterus monoceros,쥐치과,Family Monacanthidae,MF0014530
61A008,61,해면어류,A0,쥐치류,08,무늬쥐치,Ocean trigger fish,Canthidermis maculatus,쥐치복과,Family Balistidae,MF0010462
61A009,61,해면어류,A0,쥐치류,09,물각쥐치,,Pseudalutarius nasicornis,쥐치과,Family Monacanthidae,
61A010,61,해면어류,A0,쥐치류,10,배주름쥐치,,Rhinecanthus aculeatus,쥐치복과,Family Balistidae,
61A011,61,해면어류,A0,쥐치류,11,별쥐치,Lesser-spotted leatherjacket,Thamnaconus hypargyreus,쥐치과,Family Monacanthidae,MF0015052
61A012,61,해면어류,A0,쥐치류,12,분홍쥐치,Red spikefish,Triacanthodes anomalus,분홍쥐치과,Family Triacanthodidae,MF0000460
61A013,61,해면어류,A0,쥐치류,13,새앙쥐치,,Paramonacanthus japonicus,쥐치과,Family Monacanthidae,MF0014292
61A014,61,해면어류,A0,쥐치류,14,큰뿔표문쥐치,,Naso brevirostris,양쥐돔과,Family Acanthuridae,MF0007477
61A015,61,해면어류,A0,쥐치류,15,파랑쥐치,,Balistoides conspicillum,쥐치복과,Family Balistidae,
61A016,61,해면어류,A0,쥐치류,16,표문쥐치,Bluespine surgeonfish,Naso unicornis,양쥐돔과,Family Acanthuridae,MF0014173
61A017,61,해면어류,A0,쥐치류,17,황록쥐치,Yellowmargin triggerfish,Pseudobalistes flavimarginatus,쥐치복과,Family Balistidae,MF0007898
61A018,61,해면어류,A0,쥐치류,18,흑백쥐치,"Brown leatherjacker, Wire-netting",Cantherhines dumerilii,쥐치과,Family Monacanthidae,MF0010464
61A019,61,해면어류,A0,쥐치류,19,쥐치,"Thread-sail filefish, 쥐치어(전남), 객주리(제주도), 가치(포항), 쥐고기(부산)",Stephanolepis cirrhifer,쥐치과,Family Monacanthidae,MF0010226
61A099,61,해면어류,A0,쥐치류,99,기타쥐치류,,,,,
61A100,61,해면어류,A1,철갑둥어류,00,철갑둥어류,,,,,
61A101,61,해면어류,A1,철갑둥어류,01,철갑둥어,"Pinecone fish, 자래고기(봉암도)",Monocentris japonica,철갑둥어과,Family Monocentridae,MF0002609
61A199,61,해면어류,A1,철갑둥어류,99,기타철갑둥어류,,,,,
61A200,61,해면어류,A2,철갑상어류,00,철갑상어류,,,,,
61A201,61,해면어류,A2,철갑상어류,01,철갑상어,"Chinese sturgeon, 줄철갑상어,용상어,줄상어",Acipenser sinensis,철갑상어과,Family Acipenseridae,MF0000243
61A202,61,해면어류,A2,철갑상어류,02,칼상어,,Acipenser dabryanus,철갑상어과,Family Acipenseriformes,
61A203,61,해면어류,A2,철갑상어류,03,러시안철갑상어,,Acipenser gueldenstaedtii,철갑상어과,Family Acipenseriformes,
61A204,61,해면어류,A2,철갑상어류,04,베스테르철갑상어,,Acipenser ruthenus,철갑상어과,Family Acipenseriformes,
61A205,61,해면어류,A2,철갑상어류,05,시베리아철갑상어,,Acipenser baerii,철갑상어과,Family Acipenseriformes,
61A206,61,해면어류,A2,철갑상어류,06,이탈리안철갑상어,,Acipenser naccarii,철갑상어과,Family Acipenseriformes,
61A299,61,해면어류,A2,철갑상어류,99,기타철갑상어류,,,,,
61A300,61,해면어류,A3,첨치류,00,첨치류,,,,,
61A301,61,해면어류,A3,첨치류,01,붉은메기,Armored brotula,Hoplobrotula armata,첨치과,Family Ophidiidae,MF0009570
61A302,61,해면어류,A3,첨치류,02,곱등양메기,,Grammonus robustus,검은첨치과,Family Bythitidae ,
61A303,61,해면어류,A3,첨치류,03,그물메기,"Whitespotted brotula, 그물메기(제주도)",Neobythites sivicola,첨치과,Family Ophidiidae,MF0012618
61A304,61,해면어류,A3,첨치류,04,동갈메기,,Sirembo imberbis,첨치과,Family Ophidiidae,MF0004615
61A399,61,해면어류,A3,첨치류,99,기타첨치류,,,,,
61A400,61,해면어류,A4,청어류,00,청어류,,,,,
61A401,61,해면어류,A4,청어류,01,밴댕이,"Japanese sardinella, 반댕이, 빈징어, 순뎅이, 뒤파리, 뒤포리, 누수퍼리, 납시구, 빈지매, 반전어, 자구리, 순정이, 띠푸리, 청띠푸리, 흰히띠푸리, 반담이",Sardinella zunasi,청어과,Family Clupeidae,MF0013752
61A402,61,해면어류,A4,청어류,02,청어,"Pacific herring, 등어, 비웃, 구구대, 고심청어, 푸주치, 눈검쟁이, 갈청어, 울산치, 과목숙구기",Clupea pallasii,청어과,Family Clupeidae,MF0003624
61A403,61,해면어류,A4,청어류,03,청어알,"Pacific herring, 등어, 비웃, 구구대, 고심청어, 푸주치, 눈검쟁이, 갈청어, 울산치, 과목숙구기",Clupea pallasii,청어과,Family Clupeidae,MF0003624
61A404,61,해면어류,A4,청어류,04,정어리,"Spotlined sardine, 눈치(강릉), 순봉이(평북)",Sardinops sagax,청어과,Family Clupeidae,MF0006476
61A405,61,해면어류,A4,청어류,05,눈퉁멸,"Round herring, bigeye sardine, 눈퉁이멸, 눈치, 펄눙멸(제주도), 수열치(몽금포)",Etrumeus teres,청어과,Family Clupeidae,MF0005766
61A406,61,해면어류,A4,청어류,06,샛줄멸,Silver-stripe round herring,Spratelloides gracilis,청어과,Family Clupeidae,MF0012766
61A407,61,해면어류,A4,청어류,07,이와치,,Sardinella immaculata,청어과,Family Clupeidae,MF0013751
61A499,61,해면어류,A4,청어류,99,기타청어류,,,,,
61A500,61,해면어류,A5,촉수류,00,촉수류,,,,,
61A501,61,해면어류,A5,촉수류,01,금줄촉수,,Parupeneus fraterculus,촉수과,Family Mullidae,
61A502,61,해면어류,A5,촉수류,02,남촉수,,Upeneus pleurotaenia,촉수과,Family Mullidae,
61A503,61,해면어류,A5,촉수류,03,노랑촉수,"Bensasi goatfish, Yellowfin goatfish",Upeneus japonicus,촉수과,Family Mullidae,MF0008859
61A504,61,해면어류,A5,촉수류,04,두줄촉수,,Parupeneus spilurus,촉수과,Family Mullidae,MF0011336
61A505,61,해면어류,A5,촉수류,05,먹줄촉수,,Upeneus sulphureus,촉수과,Family Mullidae,
61A506,61,해면어류,A5,촉수류,06,주황촉수,,Parupeneus chrysopleuron,촉수과,Family Mullidae,
61A599,61,해면어류,A5,촉수류,99,기타촉수류,,,,,
61A600,61,해면어류,A6,큰가시고기류,00,큰가시고기류,,,,,
61A601,61,해면어류,A6,큰가시고기류,01,청가시고기,,Pungitius pungitius pungitius,큰가시고기과,Family Gasterosteidae,
61A602,61,해면어류,A6,큰가시고기류,02,큰가시고기,Three spine stickleback,Gasterosteus aculeatus,큰가시고기과,Family Gasterosteidae,MF0006248
61A699,61,해면어류,A6,큰가시고기류,99,기타큰가시고기류,,,,,
61A700,61,해면어류,A7,통구멍류,00,통구멍류,,,,,
61A701,61,해면어류,A7,통구멍류,01,민통구멍,,Uranoscopus flavipinnis,통구멍과,Family Uranoscopidae,
61A702,61,해면어류,A7,통구멍류,02,비늘통구멍,Tosa stargazer,Uranoscopus tosae,통구멍과,Family Uranoscopidae,MF0001405
61A703,61,해면어류,A7,통구멍류,03,얼룩통구멍,Japanese stargazer,Uranoscopus japonicus,통구멍과,Family Uranoscopidae,MF0001406
61A704,61,해면어류,A7,통구멍류,04,큰얼룩통구멍,Giant stargazer,Kathetostoma giganteum,통구멍과,Family Uranoscopidae,MF0006682
61A705,61,해면어류,A7,통구멍류,05,통구멩이,"Blackbanded stargazer, 통구셍이(여수)",Uranoscopus bicinctus,통구멍과,Family Uranoscopidae,MF0001408
61A706,61,해면어류,A7,통구멍류,06,푸렁통구멍,"Bluespotted stargazer, blue puffer fish, 푸렁통구멍(전남)",Xenocephalus elongatus,통구멍과,Family Uranoscopidae,MF0008664
61A799,61,해면어류,A7,통구멍류,99,기타통구멍류,,,,,
61A800,61,해면어류,A8,투어바리류,00,투어바리류,,,,,
61A801,61,해면어류,A8,투어바리류,01,투어바리,Wreckfish,Polyprion oxygeneios,투어바리과,Family Polyprionidae,MF0014325
61A899,61,해면어류,A8,투어바리류,99,기타투어바리류,,,,,
61A900,61,해면어류,A9,풀미역치류,00,풀미역치류,,,,,
61A901,61,해면어류,A9,풀미역치류,01,풀미역치,"Spotted velvetfish, 수베기(포항)",Erisphex pottii,풀미역치과,Family Aploactinidae,MF0014477
61A999,61,해면어류,A9,풀미역치류,99,기타풀미역치류,,,,,
61B000,61,해면어류,B0,학공치류,00,학공치류,,,,,
61B001,61,해면어류,B0,학공치류,01,학공치,"Half beak, Horn fish, 공미리, 공매리(원산), 굉메리(강원도), 공치(충남, 전남), 순붕이, 곰능이(평북), 청망어(평남)",Hyporhamphus sajori,학공치과,Family Hemiramphidae,MF0007755
61B002,61,해면어류,B0,학공치류,02,살공치,,Hyporhamphus quoyi,학공치과,Family Hemiramphidae,
61B003,61,해면어류,B0,학공치류,03,줄공치,Brackish halBrackish half beak,Hyporhamphus intermedius,학공치과,Family Hemiramphidae,MF0011663
61B099,61,해면어류,B0,학공치류,99,기타학공치류,,,,,
61B100,61,해면어류,B1,학치류,00,학치류,,,,,
61B101,61,해면어류,B1,학치류,01,황학치,,Aspasmichthys ciconiae,학치과,Family Gobiesocidae,
61B199,61,해면어류,B1,학치류,99,기타학치류,,,,,
61B200,61,해면어류,B2,홍메치류,00,홍메치류,,,,,
61B201,61,해면어류,B2,홍메치류,01,히메치,"Japanese thread-sail fish, Japanese aulopus",Aulopus japonicus,홍메치과,Family Aulopodidae,MF0009538
61B299,61,해면어류,B2,홍메치류,99,기타홍메치류,,,,,
61B300,61,해면어류,B3,홍어류,00,홍어류,,,,,
61B301,61,해면어류,B3,홍어류,01,살홍어,Acutenose skate,Dipturus tengu,가오리과,Family Rajidae,MF0000297
61B302,61,해면어류,B3,홍어류,02,광동홍어,Kwangtung skate,Dipturus kwangtungensis,가오리과,Family Rajidae,MF0010844
61B303,61,해면어류,B3,홍어류,03,깨알홍어,"Boeseman's skate, Black sand skate",Okamejei boesemani,가오리과,Family Rajidae,MF0010840
61B304,61,해면어류,B3,홍어류,04,참홍어,"Mottled skate, 참홍어,눈가오리",Raja pulchra,가오리과,Family Rajidae,MF0006120
61B305,61,해면어류,B3,홍어류,05,무늬홍어,,Okamejei acutispina,홍어과,Family Rajidae ,
61B306,61,해면어류,B3,홍어류,06,홍어,"Ocellate spot skate, 고동무치(전남), 물개미(함남), 나무가부리(포항), 간쟁이(신미도)",Okamejei kenojei,가오리과,Family Rajidae,MF0002577
61B399,61,해면어류,B3,홍어류,99,기타홍어류,,,,,
61B400,61,해면어류,B4,활치류,00,활치류,,,,,
61B401,61,해면어류,B4,활치류,01,제비활치,,Platax pinnatus,활치과,Family Ephippidae,
61B499,61,해면어류,B4,활치류,99,기타활치류,,,,,
61B500,61,해면어류,B5,황줄깜정이류,00,황줄깜정이류,,,,,
61B501,61,해면어류,B5,황줄깜정이류,01,긴꼬리벵에돔,,Girella melanichthys,황줄깜정이과,Family Kyphosidae,
61B502,61,해면어류,B5,황줄깜정이류,02,무늬갈돔,Blue seachub,Kyphosus cinerascens,황줄깜정이과,Family Kyphosidae,MF0012167
61B503,61,해면어류,B5,황줄깜정이류,03,범돔,"Stripey, Footballer",Microcanthus strigatus,황줄깜정이과,Family Kyphosidae,MF0008828
61B504,61,해면어류,B5,황줄깜정이류,04,양벵에돔,,Girella mezina,황줄깜정이과,Family Kyphosidae,
61B505,61,해면어류,B5,황줄깜정이류,05,황줄깜정이,Brassy chub,Kyphosus vaigiensis,황줄깜정이과,Family Kyphosidae,MF0012147
61B599,61,해면어류,B5,황줄깜정이류,99,기타황줄깜정이류,,,,,
61ZZ00,61,해면어류,ZZ,기타해면어류,00,,,,,,
620000,62,해면패류,00,,00,,,,,,
620100,62,해면패류,01,가리비류,00,가리비류,,,,,
620101,62,해면패류,01,가리비류,01,큰가리비,"Yesso scallop, 가리비, 참가리비, 밥조개",Patinopecten yessoensis,큰집가리비과,Family Propeamussiidae,MF0003747
620102,62,해면패류,01,가리비류,02,해만가리비,,Argopecten irradians,큰집가리비과,Family Propeamussiidae,
620103,62,해면패류,01,가리비류,03,고랑가리비,,Chlamys swifti,큰집가리비과,Family Propeamussiidae,
620104,62,해면패류,01,가리비류,04,국자가리비,"Japanese baking scallop, 부채조개",Pecten albicans albicans,,Family Pectiniidae,MF0011815
620105,62,해면패류,01,가리비류,05,비단가리비,,Chlamys farreri nipponensis,가리비과,Family Pectinidae,MF0007848
620106,62,해면패류,01,가리비류,06,흔한가리비,무지개가리비,Chlamys nobilis,큰집가리비과,Family Propeamussiidae,
620107,62,해면패류,01,가리비류,07,비늘가리비,,Chlamys squamata,가리비과,Family Pectinidae,
620108,62,해면패류,01,가리비류,08,해가리비,"Japanese moon scallop, 붉은달조개",Amusium japonicum japonicum,가리비과,Family Pectinidae,MF0004053
620199,62,해면패류,01,가리비류,99,기타가리비류,,,,,
620200,62,해면패류,02,개량조개류,00,개량조개류,,,,,
620201,62,해면패류,02,개량조개류,01,동죽(동조개),"불통, 염취, 조합, 바지락개량조개, 새조개,해락(동죽살)",Mactra veneriformis,개량조개과,Family Mactridae,MF0006982
620202,62,해면패류,02,개량조개류,02,개량조개,"Chinese mactra, 북방개량조개",Mactra chinensis,개량조개과,Family Mactridae,MF0006983
620203,62,해면패류,02,개량조개류,03,명주개량조개(황조개),"Antique mactra, 대합",Coelomactra antiquata,개량조개과,Family Mactridae,MF0001672
620204,62,해면패류,02,개량조개류,04,북방대합,,Pseudocardium sachalinensis,개량조개과,Family Mactridae,MF0007914
620205,62,해면패류,02,개량조개류,05,왕우럭조개,Keen’s gaper,Tresus keenae,개량조개과,Family Mactridae,MF0000456
620299,62,해면패류,02,개량조개류,99,기타개량조개류,,,,,
620300,62,해면패류,03,고둥류,00,고둥류,,,,,
620301,62,해면패류,03,고둥류,01,소라,"Spiny top shell, 살고둥",Batillus cornutus,소라과,Family Turbinidae,MF0002237
620302,62,해면패류,03,고둥류,02,피뿔고둥,"Thomas’s rapa whelk, 소라(두드럭고둥), 참고둥,참고동",Rapana venosa,뿔소라과,Family Muricidae,MF0012888
620303,62,해면패류,03,고둥류,03,쇠고둥,,Buccinum undatum,,,
620304,62,해면패류,03,고둥류,04,골뱅이,,Monoplex australasiae,물레고둥과,Family Buccinidae,
620305,62,해면패류,03,고둥류,05,갯고둥,"Many-formed cerith, 흰줄바다와라;개도래",Batillaria multiformis,갯고둥과,Family Potamididae,MF0002229
620306,62,해면패류,03,고둥류,06,물레고둥,"Finely-striate buccinum, 쇠고둥",Buccinum striatissimum,물레고둥과,Family Buccinidae,MF0013159
620307,62,해면패류,03,고둥류,07,감생이고둥,Spengler’s nutmeg,Sydaphera spengleriana,감생이고둥과,Family Cancellariidae,MF0006348
620308,62,해면패류,03,고둥류,08,뿔소라,,Chicoreus asianus,,,
620309,62,해면패류,03,고둥류,09,위고둥,"Gold-mouthed tun, 대고동, 통고둥",Tonna luteostoma,위고둥과,Family Tonnidae,MF0009196
620310,62,해면패류,03,고둥류,10,매물고둥,,Neptunea despecta,물레고둥과,Family Buccinidae,MF0012183
620311,62,해면패류,03,고둥류,11,갈색띠매물고둥(서해바다골뱅이),"Arthritic neptune, 혹매물고동",Neptunea cumingi,물레고둥과,Family Buccinidae,MF0012182
620312,62,해면패류,03,고둥류,12,검은갯고둥,,,,,
620313,62,해면패류,03,고둥류,13,보말고둥,,Omphalius rusticus,밤고둥과,Family Trochidae,MF0009952
620314,62,해면패류,03,고둥류,14,조각매물고둥,Double sculptured neptune,Neptunea intersculpta,물레고둥과,Family Buccinidae,MF0012176
620315,62,해면패류,03,고둥류,15,총알고둥,,Littorina brevicula,총알고둥과,Family Littorinidae,
620316,62,해면패류,03,고둥류,16,털탑고둥,Ternate false fusus,Hemifusus ternatanus,털탑고둥과,Family Melongenidae,MF0010955
620317,62,해면패류,03,고둥류,17,각시고둥,,Monodonta neritoedes,밤고둥과,Family Trochidae,
620318,62,해면패류,03,고둥류,18,각시수랑,"Ample fragile buccinum, 대추고동",Volutharpa ampullacea perryi,물레고둥과,Family Buccinidae,MF0010020
620319,62,해면패류,03,고둥류,19,갈색고리돼지고둥,,Siphonalia spadicea fuscolineata,물레고둥과,Family Buccinidae,
620320,62,해면패류,03,고둥류,20,굵은가시물레고둥,,Buccinum mirandum koreanum,물레고둥과,Family Buccinidae,
620321,62,해면패류,03,고둥류,21,굵은빗줄물레고둥,,Buccinum plectrum,물레고둥과,Family Buccinidae,
620322,62,해면패류,03,고둥류,22,긴고둥,,Fusinus perlexus,긴고둥과,Family Fasciolariidae,
620323,62,해면패류,03,고둥류,23,깊은골물레고둥,,Buccinum tsubai,물레고둥과,Family Buccinidae,
620324,62,해면패류,03,고둥류,24,꼬마수랑,,Volutharpa ampullacea ampullacea,물레고둥과,Family Buccinidae,
