Country (Country),ASFIS species (CPC class),FAO major fishing area (FAO major fishing area),Environment (Environment),Unit (Unit),Unit,2013,2014,2015,2016,2017,2018
United Kingdom,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,9852.1,107.2,11669.8,19.68,0,0
United Kingdom,"Fish of Gadiformes, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
United Kingdom,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,437.73,1077.76,983.89,1157.93,0,1230.77
United Kingdom,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4333.63,6213.14,4241.58,4729.24,7282.94,7564.99
United Kingdom,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,58479.01,51299.84,38883.8,23000.01,25194.7,23892.26
United Kingdom,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
United Kingdom,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,1218.95,0
United Kingdom,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,74.86,27,0,0
United Kingdom,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1772.82,1851.15,0,0,0,0
United Kingdom,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
United Kingdom,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,6735.09,6980.97,6630.24,8180.58,9987.33,10336.46
United Kingdom,"Salmonidae, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
United Kingdom,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,39072.89,53937.86,48872.26,45485.71,44872.92,47195.75
United Kingdom,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1069747.4,1195072.25,995694.96,1048951.73,1365645.33,1253783.13
United Kingdom,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,86.35,111.88,100.08,115.68,160.39,166.26
United States of America,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,8538.48,4818.33,4818.33,4818.33,4818.33,6451.06
United States of America,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,107205.57,102248.14,100201.67,137083.72,128536.91,123318.06
United States of America,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
United States of America,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,437775.57,414301.07,429049.05,452010.23,442613.74,398034.36
United States of America,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,7798,9783.84,10191.6,10479.75,10388.72,9590.95
United States of America,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,144336,172045.57,199349.7,196692.72,189605.48,220953.28
United States of America,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
United States of America,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,78160,78160,78160,78160,79960,8645.4
United States of America,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,13539.22,13527,13527,11663,11663,30402.68
United States of America,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
United States of America,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2400,2400,2400,2400,2400,2400
United States of America,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1220.07,1220.07,1220.07,1220.07,1220.07,894.78
United States of America,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,7107.74,10316.03,11136.85,10075.61,10075.61,12555.95
United States of America,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,191368.29,146879.85,146689.24,191204.16,186664.05,250584.33
United States of America,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,71851.48,76201.19,76748.31,79556.74,83150.55,95743.6
United States of America,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,104706.3,76186.33,76186.33,67653.3,61383.3,67327.26
United States of America,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Uruguay,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,69.96,58.94,2.2,11.15,0,20.83
Uruguay,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2.44,0,0,0,0,0
Uruguay,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,5677.18,7893.82,1878.88,2228.74,2937.76,3456.58
Uruguay,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Uruguay,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,15.44,0,41.07,28.85,0,0
Uruguay,Others,All,Freshwater,Value (USD 1000),USD 1000,19.53,0,0,0,0,0
Uzbekistan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,51427.98,66164.73,82423.99,82472.81,118187.5,128927.2
Uzbekistan,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,1520
Uzbekistan,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1044.9,1161,1161,1161,1509.3,1648.62
Vanuatu,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,361.74,345.11,13.59,19.82,27.72,27.48
Vanuatu,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,38.08,37.09,0,0,0,0
Vanuatu,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,285.59,292.05,165.24,231.42,46.37,0
Vanuatu,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4.19,1.2,5.41,3.04,10.17,1.78
"Venezuela, Boliv Rep of","Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,61791.79,116664.97,12812.5,11090,11037.5,11037.5
"Venezuela, Boliv Rep of","Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,1.86,2.12,10.5,7.5,7.5
"Venezuela, Boliv Rep of","Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Venezuela, Boliv Rep of","Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,80000,101250,61321.5,96579,110250,110250
"Venezuela, Boliv Rep of","Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Venezuela, Boliv Rep of","Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Venezuela, Boliv Rep of","Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,7440.52,18655.36,632,372,320,320
"Venezuela, Boliv Rep of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Viet Nam,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,113756.56,606684.34,555788.63,664965.36,660401.26,398347.11
Viet Nam,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,139076.12,182031.65,265934.38,239791.95,266759.13,282275.44
Viet Nam,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4174230.22,4005870.9,3993463.88,4067434.25,4225669.58,3869583.19
Viet Nam,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,182742.5,172590,0,0,0,0
Viet Nam,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,6000,3465,3926.35,4693.95,6652.8,13254.2
Viet Nam,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,12000,12000,27944.85,31255.32,34659.78,36000
Viet Nam,"Other molluscs, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,10000,10000,10000,10000,0,0
Viet Nam,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,181470,188881,232579.99,262952.92,284965.52,3692812.17
Viet Nam,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,5619,7992,4584,4683,5088.24,4455.73
Viet Nam,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1916959,2645768,3716628.39,3771038.52,4120115.96,6044420.12
Viet Nam,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,19140,23204,30117.44,33351.32,60345.96,52827.1
Viet Nam,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,15515.92,27214.1,27504.93,29226.11,30548.23,30956.37
Viet Nam,"Sea cucumbers, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,310.51,307.36,299.57,296.33,290.57,143.79
Viet Nam,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,1916.01,1979.02,3534.17,3064.96,2965.05,5289.02
Viet Nam,Others,All,Freshwater,Value (USD 1000),USD 1000,12642,15746,16054.66,18935.81,18485.98,35708.53
Yemen,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Yugoslavia SFR,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Yugoslavia SFR,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Yugoslavia SFR,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Yugoslavia SFR,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Yugoslavia SFR,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Yugoslavia SFR,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Zambia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,67621.51,67374.27,65897.42,52360.83,56639.26,58088.71
Zambia,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Zanzibar,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,10.38,17.3,5.89,14.15,2.54,2.99
Zanzibar,"Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,6.13,14.69,27.68
Zanzibar,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,1401.44,1657.57,1776.35,2042.13,1981.86,1830.74
Zimbabwe,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,25025,26300,26300,25012.5,25550,26262.5
Zimbabwe,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Zimbabwe,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,400,400,400,400,400,400
Totals - Value (USD 1000),,,,,,203532259.95,222037074.9,216879364.09,234582535.65,250381784.62,263636328.47
FAO. 2020. Fishery and Aquaculture Statistics. Global aquaculture production 1950-2018 (FishstatJ). In: FAO Fisheries and Aquaculture Department [online]. Rome. Updated 2020. www.fao.org/fishery/statistics/software/fishstatj/en
