Country (Country),ASFIS species (CPC class),FAO major fishing area (FAO major fishing area),Environment (Environment),Unit (Unit),Unit,2013,2014,2015,2016,2017,2018
"Korea, Republic of","Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2361.83,2402.45,1610.54,3619.34,5304.98,10209.5
"Korea, Republic of","Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,55385.71,67802.85,74121.42,80607.15,88432.69,79188.88
"Korea, Republic of","Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,550.82,893.37,1030.59,576.75,516.54,568.46
"Korea, Republic of","Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,127680.35,191518.23,161912.06,148969.3,189779.08,187475.45
"Korea, Republic of","Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,23265.65,30483.91,21358.33,18514.37,27015.44,26387.8
"Korea, Republic of","Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,748.3,664.23
"Korea, Republic of","Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,3451.23,4862.8,7320.05,11626.33,12203.29,19198.22
"Korea, Republic of","Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,441.67,212.65
"Korea, Republic of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Korea, Republic of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,410890.16,496140.11,440836.7,558042.56,764671.67,813311.94
"Korea, Republic of",Others,All,Freshwater,Value (USD 1000),USD 1000,9584.79,9185.22,7644.62,8078.13,6703.62,7153.81
Kuwait,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,1565.2,1333.4,1170,941.9,865.34,1020.6
Kuwait,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,12,12,12,60.32,209.66,141.08
Kyrgyzstan,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,745,1234.78,1785.09,3471.97,3720,3274.45
Kyrgyzstan,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,354.6,300,300,215
Kyrgyzstan,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,75,642.5,1607.32,3030.75,3400,4228.62
Lao People's Dem. Rep.,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,161925,162465,143872.5,149925,155925,162180
Lao People's Dem. Rep.,Others,All,Freshwater,Value (USD 1000),USD 1000,75,75,75,75,75,120
Latvia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1621.94,1708.22,1480.96,1588.01,1721.33,1673.34
Latvia,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0.18,1.12,2.38,1.64,0,0
Latvia,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,313.38,506.42,533.84,298.57,302.96,300.43
Latvia,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,198.55,241.37,623.69,419.5,507.24,383.25
Lebanon,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,160,45,45,45,45,45
Lebanon,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,4.25
Lebanon,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,300,120,120,120,120,180
Lebanon,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3300,3300,3000,3000,3000,3000
Lesotho,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1.11,1.22,1.96,1.7,1.88,1.04
Lesotho,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,6214.36,9951.48,9405.18,8557.67,16199.45,26433.23
Liberia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,266.25,336.25,366.25,406.25,458.75,498.75
Libya,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,20,20,20,20,20,20
Libya,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Libya,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Lithuania,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,11249.11,10790,10131.84,11448.84,12321.69,12981.39
Lithuania,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,889.23,495.05,507.61,872.06,952.65,1194.7
Lithuania,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,489.07,584.39,1107.36,1238.22,476.06,558.12
Madagascar,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,25,25,25,0,0,0
Madagascar,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,13534.72,13429.62,11249.34,12970.09,17297.21,10837.63
Madagascar,"Other crustaceans, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Madagascar,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,63.44,57.98,96.45,0,0,43.37
Madagascar,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,36444.52,29138.92,17625.67,55377.09,63150.23,56523.47
Madagascar,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,806.55,0,0,0,0,0
Madagascar,"Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,4,4,255.67,339.99,951.19,44.98
Madagascar,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,275.38,1443.18,2620.93,2742.45,2793.1,800.21
Malawi,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,12016.9,11600.8,12746.9,19729.58,47153.23,38874.9
Malawi,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Malawi,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,582.2,766.21,678.6,302.08,162.4,156.4
Malaysia,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,76.83
Malaysia,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,22421.18,23166.25,10606.55,9071.21,14343.84,20909.43
Malaysia,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,76.1,242.81,389.86,84.82,596.02,75.26
Malaysia,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,3528.11,9659.22,1823.01,2341.33,2621.75,1987.35
Malaysia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,278181.49,218219.51,197685.13,198138.34,184030.27,211915.93
Malaysia,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,961.92,1619.68,727.67,5584.49,3769.59,1746.66
Malaysia,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,614.7,539.8,885.75,1219.32,1163.74,1082.18
Malaysia,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,52335.34,115064.6,102297.71,47764.45,94285.09,56717.62
Malaysia,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,91.78,115.7,128.82,13.07,1.26,24.06
Malaysia,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,146897.41,200529.08,187566.02,175221.92,174546.82,218572.89
Malaysia,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,16541.89,11380.54,0,16684.43,10286.63
Malaysia,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,168998.06,366019.99,292141.78,225436.12,251429.21,274013.69
Malaysia,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4663.32,3701.41,3288.57,3559.56,3356.42,2511.24
Malaysia,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1065.6,1537.65,1067.14,1771.57,1478.72,1092.54
Malaysia,"Rock lobster and other sea crawfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,315.93,251.75,0,49.53,218.23
Malaysia,"Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,977.09,578.3,432.08,387.69,91.32,641.72
Malaysia,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,25652.72,63715.59,33383.73,24828.12,10383.22,12942.57
Malaysia,Others,All,Freshwater,Value (USD 1000),USD 1000,1586.84,1527.72,1280.25,1325.84,1278.94,1363.03
Mali,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,7837.28,4547.4,5405.36,11929.01,11340.94,13661.07
Malta,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Malta,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Malta,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,17368.28,21098.73,18676.81,12743.43,12045.8,14100.31
Malta,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,46550.43,34971.83,48437.86,54192.65,68476,118695.72
Marshall Islands,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,2.75,0.9,44,44,19.98
Martinique,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Martinique,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,46.48,55.8,46.6,46.49,3.95,8.27
Martinique,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,358.59,470.29,240.32,444.98,271.12,283.43
Martinique,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Martinique,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,132.81,199.28,155.33,154.97,169.45,188.95
Mauritius,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,16.29,16.33,14.26,14.07,14.5,20.63
Mauritius,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,342,342.89,9.84,13.93,13.05,15.03
Mauritius,"Freshwater fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mauritius,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mauritius,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,3041.56,6181.26,5933.05,7179.7,8728.06,14798.96
Mauritius,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,80.61,13.88,2.31,0.51,9.28,0
Mauritius,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mauritius,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,34.2,34.29,29.95,29.54,30.45,180.5
Mayotte,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mayotte,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1087.73,956.52,466,166.03,135.56,141.72
Mayotte,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1073.16,335.69,241.51,244.17,281.03,228.45
Mexico,"Clams, cockles and ark shells, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1222.3,2476.87,2763.98,2486.29,1257.6,2307.2
Mexico,"Crabs, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,29.63,132.27,203.46,925.96,8514.35,6449.68
Mexico,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,101158.73,110288.22,79787.39,80474.82,108202.17,110099.15
Mexico,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,466.93,917.63,584.5,314.94,449.28,248.26
Mexico,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,36.79,102.72,159.05,136.25,0,0
Mexico,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2512.24,1915.48,504.81,917.64,700.64,108.7
Mexico,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,28.26,27.89,0,0,0
Mexico,"Other pelagic fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Other pelagic fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,33.9,1367.26,2676.74,4683.54,1570.49
Mexico,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,22926.32,20805.53,11657.06,11604.87,639591.53,11756.12
Mexico,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,7.23,8.66,32.14,2.14,136.83,13.29
Mexico,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,296359.22,398472.38,491418.66,565674.86,0,595699.16
Mexico,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,2222.88,2934.89,1463.74,2800.04,7456.96,2226.56
Mexico,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,3409.35,1362.32,3607.15,10829.86,10515.89,7254.55
Mexico,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,33039.05,67090.61,37048.71,35271.43,38062.56,43654.11
Mexico,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mexico,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Freshwater,Value (USD 1000),USD 1000,0,0.35,88.34,0,0,0
Mexico,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,3.79,3.41,3.37,3.12
Mexico,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,54410.83,58551.84,42262.61,40718.58,27035.32,28781.61
Mexico,Others,All,Freshwater,Value (USD 1000),USD 1000,1154.89,1416.5,1148.19,430.36,531.54,847.15
"Micronesia, Fed.States of","Clams, cockles and ark shells, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Micronesia, Fed.States of","Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Micronesia, Fed.States of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
"Moldova, Republic of","Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,10312,13199.4,13389.98,18193.69,21764.99,25367.91
"Moldova, Republic of","Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,30,0,0,0,0,0
"Moldova, Republic of","Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,960,0,0,0,0,0
Montenegro,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Montenegro,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,334.69,331.06,251.64,257.58,289.31,376.96
Montenegro,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Montenegro,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,796.87,673.55,805.51,960.13,826.47,904.49
Montenegro,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,6.64,6.64,0,115.12,153.64,160.61
Montenegro,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,2815.61,3093.15,2120.72,2386.93,2814.26,3271.48
Morocco,"Clams, cockles and ark shells, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,134.24
Morocco,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,475.88,951.66,819.31,1019.63,1238.13,1278.49
Morocco,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Morocco,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Morocco,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4044.97,4163.53,2867.57,2875.36,2827.07,2770.05
Morocco,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1408.5,1503,1377.29,1024.73,916.3,988.86
Morocco,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Morocco,"Oysters, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,497.62,906,550.51,1150.14,1331.55,1488.89
Morocco,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Morocco,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,594.85,594.79,512.07,509.81,515.89,532.7
Morocco,"Scallops, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Morocco,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,0,0.9,8.13,15.1
Morocco,"Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,1400,0,0,0,0
Mozambique,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Mozambique,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1138.68,1936.39,1888.18,1249.12,2560.98,509.46
Mozambique,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,254.78,287.06,0,0,0,0
Mozambique,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,47.5,0,0,0,0,0
Mozambique,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Myanmar,"Crabs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,13650,16000,14687.82,29938.45,15734.92,26552.29
Myanmar,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,2169,2800,0,0,0,0
Myanmar,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1429622,1599440.75,1296733.34,1341657.76,1335687.68,1295507.32
Myanmar,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,3606,23407.5,0,1.12,51.38,40.68
Myanmar,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,927.5,1130,4121.64,4226.26,4309.67,6989.27
Myanmar,"Other shrimps and prawns, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,4796,4800,17467.5,101585.8,34288.64,17644.03
Myanmar,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,260000,220000,311818.19,514701.41,359511.82,152335.06
Myanmar,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,60,78.75,87.15,1.12,5.14,44.75
Namibia,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,327.5,97.36,10.95,0,0,22.67
Namibia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,192.26,100.91,48.45,53.22,92.15,55.67
Namibia,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,9.72,30.31,22.41,20.77,22.95,4.19
Namibia,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1716.44,2130.31,1853.1,1714.48,1691.99,1347.94
Namibia,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground",All,Marine,Value (USD 1000),USD 1000,80.79,71.87,60.55,53.03,58.59,58.94
Nauru,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0.5,1.5,1.5,1.5,1.5,2.5
Nepal,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,87300.35,109482.51,126946.51,129032.24,151106.07,152402.73
Nepal,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1933.73,1968.12,2685.41,3073.09,3315.41,3029.47
Netherlands,"Flatfish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,996.09,996.38,832.13,830.18,847.26,885.72
Netherlands,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,239.06,239.13,199.71,199.24,203.34,212.57
Netherlands,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,8420.27,7559.17,6457.36,6209.73,7975.55,10935.64
Netherlands,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,96754.54,87827.45,72029.58,70399.04,59647.17,69853.46
Netherlands,"Other aquatic invertebrates, live, fresh or chilled, n.e.c.",All,Marine,Value (USD 1000),USD 1000,664.06,664.25,554.76,553.45,564.84,590.48
Netherlands,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,33883.61,22670.87,19055.88,19011.06,20418.99,23501
Netherlands,"Other pelagic fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,299.57,498.11,508.36,531.43
Netherlands,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,4936.88,10226.55,6465.69,7280.65,5651.23,0
Netherlands,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,298.83,298.91,249.64,249.05,254.18,265.71
Netherlands,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Netherlands Antilles,"Other molluscs, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
New Caledonia,"Other crustaceans, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,59.77,59.78,49.93,0,0,0
New Caledonia,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,10,12.5,78.2,133.59
New Caledonia,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
New Caledonia,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,18384.34,19343.5,12501.99,17039.56,16052.77,18206.57
New Caledonia,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,345.31,345.41,0,0,0,0
New Caledonia,"Sea cucumbers, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,634.97
New Zealand,"Abalone, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2304.18,2865.38,2389.72,2610.82,2685.79,2615.45
New Zealand,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,301513.86,436494.65,492798.83,611409.88,610025.35,559298.54
New Zealand,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,8642.62,9138.37,14777.04,15267,15728.47,16649.87
New Zealand,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,3768.6,9712.03,20925.05,20356.9,21885.33,28336.08
New Zealand,"Salmonidae, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,75076.02,87408.24,135655.08,156237.87,174897.64,208151.17
Nicaragua,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,39,38,30,4,11,10
Nicaragua,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,61859.09,73267.2,87241.36,79629.28,98556.48,81010.6
Nicaragua,"Other shrimps and prawns, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Niger,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,976.64,1552.34,1183.53,1180.42,1400.12,1466.57
Nigeria,"Freshwater fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Nigeria,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,799239.4,894476,904445.7,876134.2,848197.1,839460.7
Nigeria,"Other fish, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Nigeria,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,0,0,0,0,0,0
Nigeria,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,0,0,0,0,0,0
Nigeria,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,0,0,0,80,480,360
North Macedonia,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,975,1159.73,1441.19,973.23,792.49,1027.92
North Macedonia,"Salmonidae, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,11019.5,5204.18,3390.14,3518.55,5809.13,5216.66
Northern Mariana Is.,"Freshwater fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,60,108,108,108,108,108
Northern Mariana Is.,"Other fish, live, fresh or chilled",All,Freshwater,Value (USD 1000),USD 1000,1,1,1,1,1,1
Northern Mariana Is.,"Other shrimps and prawns, live, fresh or chilled",All,Brackishwater,Value (USD 1000),USD 1000,340,437,391,391,391,391
Norway,"Fish of Gadiformes, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,20422.67,6932.57,21.55,1178.94,1510.2,1611.71
Norway,"Flatfish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,18195.04,18094.02,17684.93,19235.71,20899.22,22322.8
Norway,"Mussels, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,1759.71,1642.87,3113.66,2251.54,3157.31,3507.15
Norway,"Other crustaceans, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,296.18,538.37,387.28,520.72,461.1,531.37
Norway,"Other fish, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,2191.22,2053.69,2026.82,2349.2,2552.83,3000.59
Norway,"Oysters, live, fresh or chilled",All,Marine,Value (USD 1000),USD 1000,82,62.66,71.36,83.08,147.12,373.6
