"","Country","CPC_Class","y13","y14","y15","y16","y17","y18"
"511","Israel","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"512","Israel","Oysters, live, fresh or chilled",0,0,0,0,0,0
"513","Israel","Salmonidae, live, fresh or chilled",4903.68,4612.09,4220.15,4401.19,4278.31,4289.03
"514","Italy","Clams, cockles and ark shells, live, fresh or chilled",169532.43,141276.35,117860.78,117583.55,120003.21,189695
"515","Italy","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"516","Italy","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"517","Italy","Flatfish, live, fresh or chilled",88.31,92.57,75.69,54.24,55.35,88.48
"518","Italy","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"519","Italy","Freshwater fish, live, fresh or chilled",4885.78,5361.96,4462.55,11373.54,11613.35,5363.2
"520","Italy","Mussels, live, fresh or chilled",0,0,0,0,0,0
"521","Italy","Mussels, live, fresh or chilled",58950.36,66092.23,55197.93,55068.1,56201.3,64103.27
"522","Italy","Other crustaceans, live, fresh or chilled",0,9.14,12.03,0,0,0
"523","Italy","Other crustaceans, live, fresh or chilled",130.16,151.45,137.58,265.66,271.12,0
"524","Italy","Other fish, live, fresh or chilled",63128.8,66910.93,55825.35,65675.88,67027.37,4684.99
"525","Italy","Other fish, live, fresh or chilled",16736.88,16786.66,13965.44,21972.03,22424.17,18033.86
"526","Italy","Other fish, live, fresh or chilled",63389.74,64809.12,54621.72,63123.7,64422.67,120578
"527","Italy","Other shrimps and prawns, live, fresh or chilled",18.12,161.87,118.05,147.22,149.12,106.81
"528","Italy","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"529","Italy","Oysters, live, fresh or chilled",516.17,899.17,739.08,737.34,752.51,486.34
"530","Italy","Oysters, live, fresh or chilled",0,0,0,0,0,0
"531","Italy","Salmonidae, live, fresh or chilled",144482.68,123666.64,103365.73,116856.87,119261.57,126720.45
"532","Italy","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"533","Italy","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",0,0,0,0,0,0
"534","Jamaica","Freshwater fish, live, fresh or chilled",3619.47,3815.84,2541.48,3908.26,5651.11,6749.77
"535","Jamaica","Other shrimps and prawns, live, fresh or chilled",498.02,0,0,0,0,0
"536","Jamaica","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,15.52
"537","Jamaica","Oysters, live, fresh or chilled",0,0,0,0,0,0
"538","Japan","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"539","Japan","Clams, cockles and ark shells, live, fresh or chilled",5686.73,5918.18,5708.67,6884.64,5857.38,5324.24
"540","Japan","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",870.94,773.99,545.26,533.12,508.18,281.1
"541","Japan","Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose",114830.92,127934.57,131134.11,152381.26,136993.21,142617.15
"542","Japan","Crabs, live, fresh or chilled",0,0,0,0,0,0
"543","Japan","Flatfish, live, fresh or chilled",33720.77,38302.96,34235.48,37925.27,33869.39,33639.47
"544","Japan","Freshwater fish, live, fresh or chilled",44571.65,69347.46,68024.85,81328.84,82306.47,84191.33
"545","Japan","Octopus, live, fresh or chilled",0,0,0,0,0,0
"546","Japan","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",0,0,0,0,0,0
"547","Japan","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",6117.07,11203.95,13433.14,15993.65,16573.65,14875.98
"548","Japan","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"549","Japan","Other fish, live, fresh or chilled",550977.39,532409.35,536821.17,661146.08,686240.99,510658.26
"550","Japan","Other fish, live, fresh or chilled",620529.53,520421.94,467333.98,614093.36,606787.09,590714.36
"551","Japan","Other pelagic fish, live, fresh or chilled",1197982.84,1179831.1,1039844.61,1141894.32,1122763.37,1142742.94
"552","Japan","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"553","Japan","Other shrimps and prawns, live, fresh or chilled",77882.55,77040.13,61754.39,65518.98,64698.67,72806.39
"554","Japan","Oysters, live, fresh or chilled",308825.45,342366.17,317438.14,325582.31,298192.08,306556.66
"555","Japan","Rock lobster and other sea crawfish, live, fresh or chilled",0,0,0,0,0,0
"556","Japan","Salmonidae, live, fresh or chilled",70525.68,68403.56,63191.88,78966.52,77920.13,75081.48
"557","Japan","Salmonidae, live, fresh or chilled",49090.34,70659.4,55260.83,68487.95,91364.47,106756.07
"558","Japan","Scallops, live, fresh or chilled",330741.33,388918.8,501882.66,573815.66,407546.94,533218.56
"559","Japan","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"560","Japan","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",931731.44,861060.85,868180.99,1117960.47,1257974.4,1212645.52
"561","Japan","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",300289.98,396348.02,364041.1,371825.71,396545.62,447052.97
"562","Japan","Others",10080,9520,8400,8400,8400,5600
"563","Jordan","Freshwater fish, live, fresh or chilled",1267.61,2165.49,2165.49,2165.49,2165.49,2165.49
"564","Jordan","Freshwater fish, live, fresh or chilled",4777.47,7183.1,7183.1,7183.1,7183.1,7341.55
"565","Kazakhstan","Freshwater fish, live, fresh or chilled",1212.7,431.8,593.85,941.38,439.74,468.05
"566","Kazakhstan","Other fish, live, fresh or chilled",0,280,1374.87,2775.26,5976.13,5692.51
"567","Kazakhstan","Salmonidae, live, fresh or chilled",747.5,495,1184.53,1200.5,1344.32,1284.66
"568","Kenya","Freshwater fish, live, fresh or chilled",62453.67,62197.62,49821.32,43007.21,38831.97,48706.06
"569","Kenya","Other fish, live, fresh or chilled",0,400,400,800,9.67,9.87
"570","Kenya","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"571","Kenya","Salmonidae, live, fresh or chilled",1634.47,1625.45,1238.05,4605.71,3585.7,4146.04
"572","Kenya","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",10.68,10.46,9.37,9.06,8.9,9.08
"573","Kiribati","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"574","Kiribati","Other fish, live, fresh or chilled",26.55,5.41,4.51,4.46,4.6,4.48
"575","Kiribati","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",130.33,225.9,189.32,189.93,195.82,190.9
"576","Korea, Dem. People's Rep","Clams, cockles and ark shells, live, fresh or chilled",39000,39000,39000,39000,40300,40300
"577","Korea, Dem. People's Rep","Freshwater fish, live, fresh or chilled",12375,12625,13125,15625,23625,33125
"578","Korea, Dem. People's Rep","Other fish, live, fresh or chilled",0,0,0,0,0,400
"579","Korea, Dem. People's Rep","Other fish, live, fresh or chilled",60,385,385,385,460,660
"580","Korea, Dem. People's Rep","Salmonidae, live, fresh or chilled",120,160,160,160,400,480
"581","Korea, Dem. People's Rep","Scallops, live, fresh or chilled",250,250,250,250,300,400
"582","Korea, Dem. People's Rep","Sea cucumbers, live, fresh or chilled",1000,1000,1000,1000,1000,1000
"583","Korea, Dem. People's Rep","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",67045,73750,73750,83100,83100,83100
"584","Korea, Dem. People's Rep","Others",305,305,317.5,317.5,437.5,437.5
"585","Korea, Republic of","Abalone, live, fresh or chilled",226148.97,281912.17,287020.91,299385.72,510752.9,656299.12
"586","Korea, Republic of","Clams, cockles and ark shells, live, fresh or chilled",32144.15,39004.14,14991.44,44545.88,35013.92,77452.98
"587","Korea, Republic of","Flatfish, live, fresh or chilled",397463,383172.5,467568.4,481249.35,542001.71,514202.14
"588","Korea, Republic of","Freshwater fish, live, fresh or chilled",39783.63,48598.48,45632.38,36685.38,40962.67,48556.36
"589","Korea, Republic of","Mussels, live, fresh or chilled",13553.33,16812.85,18268.8,22225.34,34987.2,23356.65
"590","Korea, Republic of","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",0,0,0,0,0,0
"591","Korea, Republic of","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",27123.77,27628.2,60263.59,60954.51,47791.72,75279.54
"592","Korea, Republic of","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"593","Korea, Republic of","Other crustaceans, live, fresh or chilled",259.4,404.23,132.61,537.3,69.66,71.56
"594","Korea, Republic of","Other fish, live, fresh or chilled",189148.48,192798.99,216582.97,230155.73,263794.72,259504.6
"595","Korea, Republic of","Other fish, live, fresh or chilled",297530.68,353037.4,323583.05,286937.98,344173.27,321419.42
"596","Korea, Republic of","Other molluscs, live, fresh or chilled",6784.29,8298.89,9252.91,10554.29,10319.54,14468.16
"597","Korea, Republic of","Other molluscs, live, fresh or chilled",2069.8,72.49,330.3,0,0,13.63
"598","Korea, Republic of","Other pelagic fish, live, fresh or chilled",2361.83,2402.45,1610.54,3619.34,5304.98,10209.5
"599","Korea, Republic of","Other shrimps and prawns, live, fresh or chilled",55385.71,67802.85,74121.42,80607.15,88432.69,79188.88
"600","Korea, Republic of","Other shrimps and prawns, live, fresh or chilled",550.82,893.37,1030.59,576.75,516.54,568.46
"601","Korea, Republic of","Oysters, live, fresh or chilled",127680.35,191518.23,161912.06,148969.3,189779.08,187475.45
"602","Korea, Republic of","Salmonidae, live, fresh or chilled",23265.65,30483.91,21358.33,18514.37,27015.44,26387.8
"603","Korea, Republic of","Salmonidae, live, fresh or chilled",0,0,0,0,748.3,664.23
"604","Korea, Republic of","Scallops, live, fresh or chilled",3451.23,4862.8,7320.05,11626.33,12203.29,19198.22
"605","Korea, Republic of","Sea cucumbers, live, fresh or chilled",0,0,0,0,441.67,212.65
"606","Korea, Republic of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"607","Korea, Republic of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",410890.16,496140.11,440836.7,558042.56,764671.67,813311.94
"608","Korea, Republic of","Others",9584.79,9185.22,7644.62,8078.13,6703.62,7153.81
"609","Kuwait","Freshwater fish, live, fresh or chilled",1565.2,1333.4,1170,941.9,865.34,1020.6
"610","Kuwait","Other fish, live, fresh or chilled",12,12,12,60.32,209.66,141.08
"611","Kyrgyzstan","Freshwater fish, live, fresh or chilled",745,1234.78,1785.09,3471.97,3720,3274.45
"612","Kyrgyzstan","Other fish, live, fresh or chilled",0,0,354.6,300,300,215
"613","Kyrgyzstan","Salmonidae, live, fresh or chilled",75,642.5,1607.32,3030.75,3400,4228.62
"614","Lao People's Dem. Rep.","Freshwater fish, live, fresh or chilled",161925,162465,143872.5,149925,155925,162180
"615","Lao People's Dem. Rep.","Others",75,75,75,75,75,120
"616","Latvia","Freshwater fish, live, fresh or chilled",1621.94,1708.22,1480.96,1588.01,1721.33,1673.34
"617","Latvia","Other crustaceans, live, fresh or chilled",0.18,1.12,2.38,1.64,0,0
"618","Latvia","Other fish, live, fresh or chilled",313.38,506.42,533.84,298.57,302.96,300.43
"619","Latvia","Salmonidae, live, fresh or chilled",198.55,241.37,623.69,419.5,507.24,383.25
"620","Lebanon","Freshwater fish, live, fresh or chilled",160,45,45,45,45,45
"621","Lebanon","Other fish, live, fresh or chilled",0,0,0,0,0,4.25
"622","Lebanon","Other shrimps and prawns, live, fresh or chilled",300,120,120,120,120,180
"623","Lebanon","Salmonidae, live, fresh or chilled",3300,3300,3000,3000,3000,3000
"624","Lesotho","Freshwater fish, live, fresh or chilled",1.11,1.22,1.96,1.7,1.88,1.04
"625","Lesotho","Salmonidae, live, fresh or chilled",6214.36,9951.48,9405.18,8557.67,16199.45,26433.23
"626","Liberia","Freshwater fish, live, fresh or chilled",266.25,336.25,366.25,406.25,458.75,498.75
"627","Libya","Freshwater fish, live, fresh or chilled",20,20,20,20,20,20
"628","Libya","Other fish, live, fresh or chilled",0,0,0,0,0,0
"629","Libya","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",0,0,0,0,0,0
"630","Lithuania","Freshwater fish, live, fresh or chilled",11249.11,10790,10131.84,11448.84,12321.69,12981.39
"631","Lithuania","Other fish, live, fresh or chilled",889.23,495.05,507.61,872.06,952.65,1194.7
"632","Lithuania","Salmonidae, live, fresh or chilled",489.07,584.39,1107.36,1238.22,476.06,558.12
"633","Madagascar","Crabs, live, fresh or chilled",25,25,25,0,0,0
"634","Madagascar","Freshwater fish, live, fresh or chilled",13534.72,13429.62,11249.34,12970.09,17297.21,10837.63
"635","Madagascar","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"636","Madagascar","Other fish, live, fresh or chilled",63.44,57.98,96.45,0,0,43.37
"637","Madagascar","Other shrimps and prawns, live, fresh or chilled",36444.52,29138.92,17625.67,55377.09,63150.23,56523.47
"638","Madagascar","Salmonidae, live, fresh or chilled",806.55,0,0,0,0,0
"639","Madagascar","Sea cucumbers, live, fresh or chilled",4,4,255.67,339.99,951.19,44.98
"640","Madagascar","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",275.38,1443.18,2620.93,2742.45,2793.1,800.21
"641","Malawi","Freshwater fish, live, fresh or chilled",12016.9,11600.8,12746.9,19729.58,47153.23,38874.9
"642","Malawi","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"643","Malawi","Salmonidae, live, fresh or chilled",582.2,766.21,678.6,302.08,162.4,156.4
"644","Malaysia","Abalone, live, fresh or chilled",0,0,0,0,0,76.83
"645","Malaysia","Clams, cockles and ark shells, live, fresh or chilled",22421.18,23166.25,10606.55,9071.21,14343.84,20909.43
"646","Malaysia","Crabs, live, fresh or chilled",76.1,242.81,389.86,84.82,596.02,75.26
"647","Malaysia","Freshwater fish, live, fresh or chilled",3528.11,9659.22,1823.01,2341.33,2621.75,1987.35
"648","Malaysia","Freshwater fish, live, fresh or chilled",278181.49,218219.51,197685.13,198138.34,184030.27,211915.93
"649","Malaysia","Mussels, live, fresh or chilled",961.92,1619.68,727.67,5584.49,3769.59,1746.66
"650","Malaysia","Other crustaceans, live, fresh or chilled",614.7,539.8,885.75,1219.32,1163.74,1082.18
"651","Malaysia","Other fish, live, fresh or chilled",52335.34,115064.6,102297.71,47764.45,94285.09,56717.62
"652","Malaysia","Other fish, live, fresh or chilled",91.78,115.7,128.82,13.07,1.26,24.06
"653","Malaysia","Other fish, live, fresh or chilled",146897.41,200529.08,187566.02,175221.92,174546.82,218572.89
"654","Malaysia","Other pelagic fish, live, fresh or chilled",0,16541.89,11380.54,0,16684.43,10286.63
"655","Malaysia","Other shrimps and prawns, live, fresh or chilled",168998.06,366019.99,292141.78,225436.12,251429.21,274013.69
"656","Malaysia","Other shrimps and prawns, live, fresh or chilled",4663.32,3701.41,3288.57,3559.56,3356.42,2511.24
"657","Malaysia","Oysters, live, fresh or chilled",1065.6,1537.65,1067.14,1771.57,1478.72,1092.54
"658","Malaysia","Rock lobster and other sea crawfish, live, fresh or chilled",0,315.93,251.75,0,49.53,218.23
"659","Malaysia","Sea cucumbers, live, fresh or chilled",977.09,578.3,432.08,387.69,91.32,641.72
"660","Malaysia","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",25652.72,63715.59,33383.73,24828.12,10383.22,12942.57
"661","Malaysia","Others",1586.84,1527.72,1280.25,1325.84,1278.94,1363.03
"662","Mali","Freshwater fish, live, fresh or chilled",7837.28,4547.4,5405.36,11929.01,11340.94,13661.07
"663","Malta","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"664","Malta","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"665","Malta","Other fish, live, fresh or chilled",17368.28,21098.73,18676.81,12743.43,12045.8,14100.31
"666","Malta","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",46550.43,34971.83,48437.86,54192.65,68476,118695.72
"667","Marshall Islands","Other fish, live, fresh or chilled",0,2.75,0.9,44,44,19.98
"668","Martinique","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"669","Martinique","Freshwater fish, live, fresh or chilled",46.48,55.8,46.6,46.49,3.95,8.27
"670","Martinique","Other fish, live, fresh or chilled",358.59,470.29,240.32,444.98,271.12,283.43
"671","Martinique","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,0
"672","Martinique","Other shrimps and prawns, live, fresh or chilled",132.81,199.28,155.33,154.97,169.45,188.95
"673","Mauritius","Crabs, live, fresh or chilled",16.29,16.33,14.26,14.07,14.5,20.63
"674","Mauritius","Freshwater fish, live, fresh or chilled",342,342.89,9.84,13.93,13.05,15.03
"675","Mauritius","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"676","Mauritius","Other crustaceans, live, fresh or chilled",0,0,0,0,0,0
"677","Mauritius","Other fish, live, fresh or chilled",3041.56,6181.26,5933.05,7179.7,8728.06,14798.96
"678","Mauritius","Other shrimps and prawns, live, fresh or chilled",80.61,13.88,2.31,0.51,9.28,0
"679","Mauritius","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"680","Mauritius","Oysters, live, fresh or chilled",34.2,34.29,29.95,29.54,30.45,180.5
"681","Mayotte","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"682","Mayotte","Other fish, live, fresh or chilled",1087.73,956.52,466,166.03,135.56,141.72
"683","Mayotte","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,0
"684","Mexico","Abalone, live, fresh or chilled",1073.16,335.69,241.51,244.17,281.03,228.45
"685","Mexico","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"686","Mexico","Clams, cockles and ark shells, live, fresh or chilled",1222.3,2476.87,2763.98,2486.29,1257.6,2307.2
"687","Mexico","Crabs, live, fresh or chilled",0,0,0,0,0,0
"688","Mexico","Flatfish, live, fresh or chilled",0,0,0,0,0,0
"689","Mexico","Freshwater fish, live, fresh or chilled",29.63,132.27,203.46,925.96,8514.35,6449.68
"690","Mexico","Freshwater fish, live, fresh or chilled",101158.73,110288.22,79787.39,80474.82,108202.17,110099.15
"691","Mexico","Mussels, live, fresh or chilled",466.93,917.63,584.5,314.94,449.28,248.26
"692","Mexico","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",0,0,0,0,0,0
"693","Mexico","Other crustaceans, live, fresh or chilled",36.79,102.72,159.05,136.25,0,0
"694","Mexico","Other fish, live, fresh or chilled",0,0,0,0,0,0
"695","Mexico","Other fish, live, fresh or chilled",2512.24,1915.48,504.81,917.64,700.64,108.7
"696","Mexico","Other molluscs, live, fresh or chilled",0,28.26,27.89,0,0,0
"697","Mexico","Other pelagic fish, live, fresh or chilled",0,0,0,0,0,0
"698","Mexico","Other pelagic fish, live, fresh or chilled",0,33.9,1367.26,2676.74,4683.54,1570.49
"699","Mexico","Other shrimps and prawns, live, fresh or chilled",22926.32,20805.53,11657.06,11604.87,639591.53,11756.12
"700","Mexico","Other shrimps and prawns, live, fresh or chilled",7.23,8.66,32.14,2.14,136.83,13.29
"701","Mexico","Other shrimps and prawns, live, fresh or chilled",296359.22,398472.38,491418.66,565674.86,0,595699.16
"702","Mexico","Oysters, live, fresh or chilled",2222.88,2934.89,1463.74,2800.04,7456.96,2226.56
"703","Mexico","Oysters, live, fresh or chilled",3409.35,1362.32,3607.15,10829.86,10515.89,7254.55
"704","Mexico","Salmonidae, live, fresh or chilled",33039.05,67090.61,37048.71,35271.43,38062.56,43654.11
"705","Mexico","Scallops, live, fresh or chilled",0,0,0,0,0,0
"706","Mexico","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0.35,88.34,0,0,0
"707","Mexico","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,3.79,3.41,3.37,3.12
"708","Mexico","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",54410.83,58551.84,42262.61,40718.58,27035.32,28781.61
"709","Mexico","Others",1154.89,1416.5,1148.19,430.36,531.54,847.15
"710","Micronesia, Fed.States of","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,0
"711","Micronesia, Fed.States of","Other fish, live, fresh or chilled",0,0,0,0,0,0
"712","Micronesia, Fed.States of","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"713","Moldova, Republic of","Freshwater fish, live, fresh or chilled",10312,13199.4,13389.98,18193.69,21764.99,25367.91
"714","Moldova, Republic of","Other crustaceans, live, fresh or chilled",30,0,0,0,0,0
"715","Moldova, Republic of","Other fish, live, fresh or chilled",960,0,0,0,0,0
"716","Montenegro","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"717","Montenegro","Mussels, live, fresh or chilled",334.69,331.06,251.64,257.58,289.31,376.96
"718","Montenegro","Other fish, live, fresh or chilled",0,0,0,0,0,0
"719","Montenegro","Other fish, live, fresh or chilled",796.87,673.55,805.51,960.13,826.47,904.49
"720","Montenegro","Oysters, live, fresh or chilled",6.64,6.64,0,115.12,153.64,160.61
"721","Montenegro","Salmonidae, live, fresh or chilled",2815.61,3093.15,2120.72,2386.93,2814.26,3271.48
"722","Morocco","Clams, cockles and ark shells, live, fresh or chilled",0,0,0,0,0,134.24
"723","Morocco","Freshwater fish, live, fresh or chilled",475.88,951.66,819.31,1019.63,1238.13,1278.49
"724","Morocco","Mussels, live, fresh or chilled",0,0,0,0,0,0
"725","Morocco","Other fish, live, fresh or chilled",0,0,0,0,0,0
"726","Morocco","Other fish, live, fresh or chilled",4044.97,4163.53,2867.57,2875.36,2827.07,2770.05
"727","Morocco","Other fish, live, fresh or chilled",1408.5,1503,1377.29,1024.73,916.3,988.86
"728","Morocco","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"729","Morocco","Oysters, live, fresh or chilled",497.62,906,550.51,1150.14,1331.55,1488.89
"730","Morocco","Oysters, live, fresh or chilled",0,0,0,0,0,0
"731","Morocco","Salmonidae, live, fresh or chilled",594.85,594.79,512.07,509.81,515.89,532.7
"732","Morocco","Scallops, live, fresh or chilled",0,0,0,0,0,0
"733","Morocco","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0.9,8.13,15.1
"734","Morocco","Tunas, skipjack or stripe-bellied bonito, live, fresh or chilled",0,1400,0,0,0,0
"735","Mozambique","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"736","Mozambique","Freshwater fish, live, fresh or chilled",1138.68,1936.39,1888.18,1249.12,2560.98,509.46
"737","Mozambique","Other fish, live, fresh or chilled",254.78,287.06,0,0,0,0
"738","Mozambique","Other shrimps and prawns, live, fresh or chilled",47.5,0,0,0,0,0
"739","Mozambique","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",0,0,0,0,0,0
"740","Myanmar","Crabs, live, fresh or chilled",13650,16000,14687.82,29938.45,15734.92,26552.29
"741","Myanmar","Freshwater fish, live, fresh or chilled",2169,2800,0,0,0,0
"742","Myanmar","Freshwater fish, live, fresh or chilled",1429622,1599440.75,1296733.34,1341657.76,1335687.68,1295507.32
"743","Myanmar","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",3606,23407.5,0,1.12,51.38,40.68
"744","Myanmar","Other fish, live, fresh or chilled",927.5,1130,4121.64,4226.26,4309.67,6989.27
"745","Myanmar","Other shrimps and prawns, live, fresh or chilled",4796,4800,17467.5,101585.8,34288.64,17644.03
"746","Myanmar","Other shrimps and prawns, live, fresh or chilled",260000,220000,311818.19,514701.41,359511.82,152335.06
"747","Myanmar","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",60,78.75,87.15,1.12,5.14,44.75
"748","Namibia","Abalone, live, fresh or chilled",327.5,97.36,10.95,0,0,22.67
"749","Namibia","Freshwater fish, live, fresh or chilled",192.26,100.91,48.45,53.22,92.15,55.67
"750","Namibia","Mussels, live, fresh or chilled",9.72,30.31,22.41,20.77,22.95,4.19
"751","Namibia","Oysters, live, fresh or chilled",1716.44,2130.31,1853.1,1714.48,1691.99,1347.94
"752","Namibia","Seaweeds and other algae, fresh, frozen or dried, whether or not ground",80.79,71.87,60.55,53.03,58.59,58.94
"753","Nauru","Other fish, live, fresh or chilled",0.5,1.5,1.5,1.5,1.5,2.5
"754","Nepal","Freshwater fish, live, fresh or chilled",87300.35,109482.51,126946.51,129032.24,151106.07,152402.73
"755","Nepal","Salmonidae, live, fresh or chilled",1933.73,1968.12,2685.41,3073.09,3315.41,3029.47
"756","Netherlands","Flatfish, live, fresh or chilled",996.09,996.38,832.13,830.18,847.26,885.72
"757","Netherlands","Flatfish, live, fresh or chilled",239.06,239.13,199.71,199.24,203.34,212.57
"758","Netherlands","Freshwater fish, live, fresh or chilled",8420.27,7559.17,6457.36,6209.73,7975.55,10935.64
"759","Netherlands","Mussels, live, fresh or chilled",96754.54,87827.45,72029.58,70399.04,59647.17,69853.46
"760","Netherlands","Other aquatic invertebrates, live, fresh or chilled, n.e.c.",664.06,664.25,554.76,553.45,564.84,590.48
"761","Netherlands","Other fish, live, fresh or chilled",33883.61,22670.87,19055.88,19011.06,20418.99,23501
"762","Netherlands","Other pelagic fish, live, fresh or chilled",0,0,299.57,498.11,508.36,531.43
"763","Netherlands","Oysters, live, fresh or chilled",4936.88,10226.55,6465.69,7280.65,5651.23,0
"764","Netherlands","Salmonidae, live, fresh or chilled",298.83,298.91,249.64,249.05,254.18,265.71
"765","Netherlands","Salmonidae, live, fresh or chilled",0,0,0,0,0,0
"766","Netherlands Antilles","Other molluscs, live, fresh or chilled",0,0,0,0,0,0
"767","New Caledonia","Other crustaceans, live, fresh or chilled",59.77,59.78,49.93,0,0,0
"768","New Caledonia","Other fish, live, fresh or chilled",0,0,10,12.5,78.2,133.59
"769","New Caledonia","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"770","New Caledonia","Other shrimps and prawns, live, fresh or chilled",18384.34,19343.5,12501.99,17039.56,16052.77,18206.57
"771","New Caledonia","Oysters, live, fresh or chilled",345.31,345.41,0,0,0,0
"772","New Caledonia","Sea cucumbers, live, fresh or chilled",0,0,0,0,0,634.97
"773","New Zealand","Abalone, live, fresh or chilled",2304.18,2865.38,2389.72,2610.82,2685.79,2615.45
"774","New Zealand","Mussels, live, fresh or chilled",301513.86,436494.65,492798.83,611409.88,610025.35,559298.54
"775","New Zealand","Oysters, live, fresh or chilled",8642.62,9138.37,14777.04,15267,15728.47,16649.87
"776","New Zealand","Salmonidae, live, fresh or chilled",3768.6,9712.03,20925.05,20356.9,21885.33,28336.08
"777","New Zealand","Salmonidae, live, fresh or chilled",75076.02,87408.24,135655.08,156237.87,174897.64,208151.17
"778","Nicaragua","Freshwater fish, live, fresh or chilled",39,38,30,4,11,10
"779","Nicaragua","Other shrimps and prawns, live, fresh or chilled",61859.09,73267.2,87241.36,79629.28,98556.48,81010.6
"780","Nicaragua","Other shrimps and prawns, live, fresh or chilled",0,0,0,0,0,0
"781","Niger","Freshwater fish, live, fresh or chilled",976.64,1552.34,1183.53,1180.42,1400.12,1466.57
"782","Nigeria","Freshwater fish, live, fresh or chilled",0,0,0,0,0,0
"783","Nigeria","Freshwater fish, live, fresh or chilled",799239.4,894476,904445.7,876134.2,848197.1,839460.7
"784","Nigeria","Other fish, live, fresh or chilled",0,0,0,0,0,0
"785","Nigeria","Other fish, live, fresh or chilled",0,0,0,0,0,0
"786","Nigeria","Other fish, live, fresh or chilled",0,0,0,0,0,0
"787","Nigeria","Other shrimps and prawns, live, fresh or chilled",0,0,0,80,480,360
"788","North Macedonia","Freshwater fish, live, fresh or chilled",975,1159.73,1441.19,973.23,792.49,1027.92
"789","North Macedonia","Salmonidae, live, fresh or chilled",11019.5,5204.18,3390.14,3518.55,5809.13,5216.66
"790","Northern Mariana Is.","Freshwater fish, live, fresh or chilled",60,108,108,108,108,108
"791","Northern Mariana Is.","Other fish, live, fresh or chilled",1,1,1,1,1,1
